pH;Turbidez;CRL;Coliformes;Ecoli;Precipitação;Latitude;Longitude;Manancial;Lat_Norm;Long_Norm
0.53;0.0575;0.05;1;1;0.275359013;-4.44617;-49.1153;3;0.75096725;0.551032379
0.514;0.01125;0.269;;;1;-3.580578;-42.614168;1;0.773148823;0.695044947
0.62;0;0.02;0;0;0.194819196;-11.5266;-61.0252;3;0.56952486;0.287205205
0.45;0.066;0.149;0;0;0.006747831;-4.38505;-41.5969;3;0.752533505;0.717579389
0.709;0.0725;0.01;0;0;0.456171735;-18.8545;-41.9555;1;0.381740829;0.709635709
0.6;0.00225;0.2;;;0.852974026;-3.566769;-42.686792;3;0.773502691;0.693436186
0.424;0;0.19;;;0.715445789;-3.57443;-42.6131;3;0.773306371;0.695068606
0.68;0.00925;0.188;0;0;1;-16.266;-56.6261;3;0.44807347;0.384653724
0.43;0.046;0;0;0;0;-31.7649;-52.3371;2;0.050900212;0.479663317
0.49;0.0125;0.206;0;0;0;-1.77614;-46.3002;3;0.819389171;0.613392254
0.4;0.01625;0.06;0;0;0.033768372;-21.0964;-41.0468;1;0.324290124;0.729765161
0.732;0.0005;0.209;0;0;0.329345557;-5.73844;-39.63;2;0.717851668;0.761150004
0.52;0.006;0;0;0;0.987937405;-8.00679;-35.204;3;0.659723158;0.85919441
0.62;0.00775;0.054;;0;0.285273046;-18.8545;-41.9555;1;0.381740829;0.709635709
0.48;0.025;0.2;1;0;0.381108272;-26.8747;-52.4036;3;0.176215987;0.478190215
0.407;0.38475;0.08;0;0;0.329345557;-5.73844;-39.63;2;0.717851668;0.761150004
0.4;0.00225;0.4;0;0;0.088632838;-7.02278;-35.8597;2;0.6849393;0.844669395
0.498;0.0085;0.238;0;0;0.510497738;-6.86686;-36.3619;2;0.68893489;0.8335447
0.54;0.0175;0.178;0;0;0.34310539;-18.6653;-43.0752;1;0.386589249;0.684832203
0.52;0.001;0.06;0;0;0.81267592;-5.09194;-42.8034;1;0.734418812;0.690853095
0.58;0.0075;0.15;1;0;0.127214311;-6.93855;-36.6273;2;0.687097769;0.82766558
0.58;0.00175;0.149;0;0;0;-4.334;-45.581;3;0.753841707;0.629323917
0.62;0.005;0.156;1;1;0.246732673;-26.654;-53.44;3;0.181871623;0.455231963
0.48;0.2675;0.078;0;0;0.689203407;-21.4713;-46.7448;1;0.314682974;0.60354351
0.319;0.00925;0.038;0;0;0.555381624;-19.521014;-44.362863;1;0.364660808;0.656307992
0.62;0.0175;0.013;0;0;0.594316849;-26.9317;-53.0021;1;0.174755311;0.464932289
0.56;0;0.06;0;0;0;-27.3586;-49.8821;3;0.163815614;0.534046286
0.612;0.01275;0.1;0;0;0;-22.5483;-47.9096;3;0.28708388;0.577740951
0.54;0.0115;0.03;0;0;0.038392008;-10.517;-55.231;1;0.595396768;0.415557871
0.49;0.00175;0.03;0;0;0.134882589;-9.41504;-36.0826;3;0.623635485;0.839731731
0.521;0.1635;0.058;0;0;0.688882452;-20.9845;-47.6572;3;0.327157662;0.583332097
0.59;0.005;0.06;0;0;0.677042721;-3.88863;-42.2324;3;0.765254714;0.703501842
0.345;0.025;0.094;1;1;0.964371235;-7.41403;-35.0963;3;0.674913167;0.861580172
0.46;0.0025;0.1;0;0;0.493910589;-23.1852;-46.8974;3;0.270762745;0.600163127
0.52;0.021;0.15;0;0;0.408374541;-7.90287;-35.1716;3;0.662386202;0.859912132
0.69;0;0.03;1;0;0.444087351;-26.8215;-53.2767;3;0.177579285;0.458849372
0.52;0.00125;0.075;0;0;0.497872585;-7.35819;-46.6225;1;0.676344117;0.60625269
0.52;0.10525;0.25;0;0;1;-7.48899;-36.287;2;0.672992249;0.835203879
0.55;0.01;0.005;0;0;0.528793979;-27.7251;-54.1275;3;0.154423722;0.440002516
0.334;0.03075;0.02;0;0;0.257025134;-26.8215;-53.2767;3;0.177579285;0.458849372
0.445;0.00025;0.081;0;0;0.255051197;-2.63741;-56.729;3;0.797318352;0.382374292
0.774;0.02225;0.03;0;0;0.81267592;-5.09194;-42.8034;1;0.734418812;0.690853095
0.455;0.00475;0.086;0;0;0.679326785;-22.4715;-43.8269;1;0.289051949;0.668180603
0.469;0.011;0.048;0;0;0.008962821;-21.8235;-47.248;1;0.305657532;0.592396663
0.535;0.01675;0.1;0;0;0.458287735;-26.7665;-53.1737;3;0.17898871;0.46113102
0.5;0;0.15;0;0;0.343791722;-26.6388;-52.6799;3;0.182261137;0.472069639
0.52;0.00825;0;1;0;0.418250358;-2.99609;-65.1133;3;0.788126854;0.196645933
0.57;0.0025;0.15;0;0;1;-5.73844;-39.63;2;0.717851668;0.761150004
0.56;0.0115;0.2;0;0;0.703525063;-4.15002;-42.9477;3;0.75855636;0.687656573
0.56;0.0275;0.551;0;0;0.294112247;-10.38252;-55.42845;1;0.598842939;0.411183974
0.358;0;0.103;0;0;0.478659614;-22.5483;-47.9096;3;0.28708388;0.577740951
0.499;0.046;0.041;0;0;0.25248422;-22.4175;-44.2952;1;0.290435748;0.657806858
0.38;0.001;0.2;0;0;0.333917498;-27.0748;-52.4543;2;0.171088245;0.477067112
0.499;0.00775;0.055;0;0;0.480705381;-20.913;-41.1986;1;0.328989914;0.726402499
0.58;0.00125;0.02;0;0;0.094984802;-22.7374;-47.3331;3;0.282238023;0.590511534
0.576;0.0025;0.1;0;0;0.723734469;-4.25245;-43.0108;3;0.755931499;0.686258786
0.39;0.1725;0.013;;;0.045049168;-3.42135;-42.859124;3;0.777229184;0.689618701
0.4;0;0.55;0;0;0.19925406;-20.6557;-49.3842;3;0.335583458;0.545075727
0.63;0.004;0.041;;;0.764448012;-11.9456944;-55.5231111;3;0.558785189;0.409087048
0.32;0.02625;0.02;1;0;0.017112789;-7.41403;-35.0963;3;0.674913167;0.861580172
0.59;0.02;0.093;0;0;0.635942404;-23.0731;-44.9576;1;0.273635408;0.643133425
0.49;0;0.03;0;0;0.120313072;-2.76141;-42.2755;3;0.794140741;0.702547094
0.58;0.005;0.023;0;0;0.58629739;-22.3871;-44.9709;1;0.291214775;0.642838804
0.53;0.00975;0.01;0;0;0.005151175;-9.96218;-54.9121;1;0.60961453;0.422622119
0.53;0.00675;0.36;0;0;0.826879733;-4.15002;-42.9477;3;0.75855636;0.687656573
0.622;0.015;0.08;0;0;0.505039213;-4.27157;-41.7716;3;0.755441532;0.713709448
0.52;0.01;0.25;1;0;0.887798238;-5.50894;-38.2743;3;0.723732812;0.791181364
0.4;0.017;0.008;0;0;0.95512107;-7.54473;-35.7066;3;0.671563862;0.848060854
0.48;0.06075;0.091;0;0;0.150200267;-26.6388;-52.6799;3;0.182261137;0.472069639
0.48;0.035;0.202;0;0;0.090224508;-21.8322;-46.8913;2;0.305434587;0.600298253
0.44;0.0125;0.15;0;0;0.723734469;-4.25245;-43.0108;3;0.755931499;0.686258786
0.405;0.01775;0.02;0;0;0;-9.94912;-55.8417;1;0.609949204;0.402029692
0.353;0.095;0.16;0;0;0.709015949;-7.53075;-38.1962;2;0.671922112;0.792911429
0.43;0.027;0;0;0;0.009741277;-3.50164;-42.1865;3;0.775171681;0.704518615
0.53;0.00475;0.03;0;0;0.906120979;-20.8113;-49.3758;3;0.331596068;0.545261804
0.464;0.245;0;1;0;0.420704173;-4.77793;-48.067;3;0.742465601;0.574254239
0.4;0.02675;0;0;0;0.049309915;-21.5894;-48.0728;3;0.311656556;0.574125758
0.508;0;0.06;;;0.045049168;-3.469278;-42.715508;3;0.776000986;0.692800072
0.523;0.015;0.139;0;0;0.599326684;-20.8113;-49.3758;3;0.331596068;0.545261804
0.548;0.025;0.2;0;0;0.590781519;-21.291;-50.3432;3;0.319303324;0.523832034
0.5;0.013;0.133;0;0;0.275775578;-26.654;-53.44;3;0.181871623;0.455231963
0.5;0.005;0.1;0;0;0.868186397;-20.768;-49.7184;3;0.33270567;0.537672555
0.45;0.0025;0.15;0;0;0.069269678;-2.63741;-56.729;3;0.797318352;0.382374292
0.51;0.022125;0.077;0;0;0.436819814;-9.84977;-57.8139;1;0.612495137;0.358341672
0.403;0.0075;0.15;0;0;0;-20.4437;-44.7673;1;0.341016149;0.647348936
0.46;0.01125;0.274;0;0;0.538351058;-20.2412;-42.8995;1;0.346205394;0.688724295
0.48;0.00125;0.06;0;0;0.855775866;-20.5575;-44.8735;1;0.338099922;0.644996401
0.485;0.06;0;0;0;0.105200425;-4.25245;-43.0108;3;0.755931499;0.686258786
0.4;0.3175;0.01;0;0;1;-22.5539;-45.7803;2;0.286940375;0.624909039
0.59;0.01;0.095;0;0;0.02364436;-3.6244;-44.5468;3;0.772025845;0.652233434
0.22;0.0545;0.15;0;0;0.012631895;-18.7612;-41.3143;1;0.384131725;0.723839522
0.55;0.075;0.15;;;0.193668182;-11.9347222;-55.5231111;3;0.559066361;0.409087048
0.48;0.0025;0.03;0;0;1;-7.00039;-40.9282;3;0.685513064;0.732392379
0.5;0.00425;0.04;0;0;0.818423531;-26.6809;-53.3172;3;0.181182287;0.457952219
0.51;0.03375;0.095;0;0;0.109798387;-5.73844;-39.63;3;0.717851668;0.761150004
0.565;0;0.118;0;0;1;-23.0816;-47.2101;3;0.273417588;0.593236221
0.52;0.008;0;0;0;0.888638359;-4.42585;-41.4482;3;0.751487968;0.720873379
0.51;0.00975;0.12;0;0;0.939256609;-18.8545;-41.9555;1;0.381740829;0.709635709
0.48;0.03075;0;0;0;0;-7.00039;-40.9282;3;0.685513064;0.732392379
0.52;0.00775;0;0;0;0.450013943;-23.4332;-45.0834;3;0.264407522;0.640346713
0.56;0.0625;0.113;0;0;0.0586795;-22.7374;-47.3331;3;0.282238023;0.590511534
0.4;0.0045;0.05;0;0;0.048298884;-10.312;-55.4061;3;0.600650078;0.411679069
0.233;0.0145;0.22;0;0;0.611481976;-26.6388;-52.6799;3;0.182261137;0.472069639
0.475;0.02;0.195;0;0;0.575025681;-21.1699;-47.8099;3;0.322406621;0.579949498
0.85;0.00475;0.1;0;0;0.235842445;-5.50894;-38.2743;3;0.723732812;0.791181364
0.445;0.0685;0.025;0;0;0.137040892;-7.74312;-37.631;3;0.666479939;0.805431696
0.63;0.02875;0.02;0;0;0.129837889;-23.2544;-47.2927;1;0.268989432;0.591406472
0.496;0.0275;0.05;1;0;1;-9.96218;-54.9121;1;0.60961453;0.422622119
0.47;0.01875;0.13;0;0;0.572531232;-12.2875;-50.9686;3;0.550026113;0.509978222
0.49;0.0125;0.1;0;0;0.909212283;-26.6388;-52.6799;3;0.182261137;0.472069639
0.51;0.08725;0.06;0;0;0.833787423;-12.6093;-52.1821;3;0.541779698;0.483096865
0.564;0.0005;0.3;0;0;0.044849701;-20.665;-44.3334;3;0.335345137;0.656960654
0.67;0;0.02;0;0;0.011948975;-7.68827;-35.5114;3;0.66788552;0.852384909
0.338;0.05;0.032;0;0;0.005251695;-4.1209;-38.4707;3;0.759302586;0.786830727
0.59;0.02575;0.187;1;0;0.620170048;-26.7665;-53.1737;3;0.17898871;0.46113102
0.52;0.0425;0.104;0;0;0.034005325;-8.68423;-35.589;1;0.642363149;0.85066592
0.51;0.0005;0.248;0;0;0;-6.86686;-36.3619;2;0.68893489;0.8335447
0.6;0.005;0;0;0;0.270113032;-19.7472;-47.9381;1;0.358864588;0.577109622
0.405;0.0075;0.16;1;0;0.071838647;-5.13272;-49.3358;3;0.733373788;0.54614788
0.5;0.014;0.22;1;0;0.106490445;-26.7665;-53.1737;3;0.17898871;0.46113102
0.58;0.06575;0.25;0;0;0.316857555;-5.18889;-48.1336;3;0.731934381;0.572778921
0.48;0.10625;0.013;0;0;0.565904185;-23.2544;-47.2927;1;0.268989432;0.591406472
0.43;0.016;0.1;0;0;0.076656901;-18.8545;-41.9555;1;0.381740829;0.709635709
0.583;0.00925;0.13;0;0;0.46192144;-22.7338;-47.6476;3;0.282330276;0.583544755
0.45;0.0045;0;0;0;0.18492045;-7.35819;-46.6225;3;0.676344117;0.60625269
0.62;0.005;0.15;0;0;0.967848792;-14.6788;-39.3698;1;0.488746899;0.766913934
0.56;0.035;0.115;0;0;0.990910612;-22.1964;-44.9748;2;0.296101634;0.642752412
0.5;0.0135;0.18;0;0;0.597280593;-26.8215;-53.2767;3;0.177579285;0.458849372
0.6;0;0.02;0;0;0.246732673;-26.654;-53.44;3;0.181871623;0.455231963
0.54;0.01025;0;0;0;0.005741792;-18.8545;-41.9555;1;0.381740829;0.709635709
0.637;0.005;0.029;0;0;0.843651673;-7.02278;-35.8597;2;0.6849393;0.844669395
0.45;0.0105;0.025;0;0;0.145811427;-21.5953;-46.8873;1;0.311505363;0.600386861
0.4;0.09725;0.05;0;0;0.309847548;-26.8215;-53.2767;3;0.177579285;0.458849372
0.509;0;0.195;0;0;0.001513012;-21.1699;-47.8099;3;0.322406621;0.579949498
0.48;0.00775;0.14;0;0;0.575220609;-22.6419;-47.1926;1;0.284685296;0.593623879
0.6;0.00305;0.124;0;0;0.628899371;-9.34382;-38.2544;1;0.625460561;0.791622187
0.378;0.042;0.012;0;0;1;-26.8215;-53.2767;3;0.177579285;0.458849372
0.5;0.01;0.1;0;0;0.937081315;-9.84977;-57.8139;1;0.612495137;0.358341672
0.489;0.011;0.04;0;0;0.094984802;-22.7374;-47.3331;3;0.282238023;0.590511534
0.45;0.00525;0.09;0;0;0.171723173;-7.15803;-48.7165;3;0.681473397;0.559866566
0.48;0;0.006;;;0.107375632;-3.616111;-43.165374;3;0.772238258;0.682834675
0.52;0.005;0.15;0;0;0.362663686;-26.8747;-52.4036;3;0.176215987;0.478190215
0.58;0.002;0.15;0;0;0.041720862;-7.00039;-40.9282;3;0.685513064;0.732392379
0.56;0.0015;0.1;0;0;0;-5.73844;-39.63;3;0.717851668;0.761150004
0.5;0.00125;0.075;0;0;0.446370384;-7.48899;-36.287;3;0.672992249;0.835203879
0.377;0.0025;0.082;1;1;0.503367164;-21.291;-50.3432;3;0.319303324;0.523832034
0.429;0.2825;0.2;0;0;0.283446276;-5.38075;-49.1327;3;0.727017796;0.550646936
0.52;0;0.06;0;0;0.021933523;-5.73844;-39.63;3;0.717851668;0.761150004
0.42;0.003;0.03;0;0;0.716406043;-26.62;-53.6716;3;0.182742904;0.450101578
0.64;0.002;0.2;0;0;0.549432922;-4.70581;-40.5621;2;0.744313741;0.740502197
0.532;0.0045;0.04;1;0;0.732626927;-27.4002;-51.2276;3;0.162749577;0.504240875
0.522;0.0875;0.5;0;0;0.38328212;-13.0053;-41.3703;1;0.531631842;0.722599014
0.448;0.02975;0.006;0;0;1;-4.15002;-42.9477;3;0.75855636;0.687656573
0.501;0.148;0.3;0;0;0;-22.5832;-47.523;3;0.286189536;0.586304884
0.55;0.01475;0.008;;;0.168213702;-3.639097;-43.122475;3;0.771649221;0.68378497
0.51;0.00625;0.174;0;0;0.294132503;-26.7665;-53.1737;3;0.17898871;0.46113102
0.72;0.0125;0.111;1;0;0.027220303;-2.63741;-56.729;3;0.797318352;0.382374292
0.57;0.0275;0.01;0;0;0.048159635;-21.0737;-48.4126;3;0.324871832;0.566598535
0.442;0;0.1;0;0;0.765158924;-7.86565;-35.5787;3;0.663339998;0.850894085
0.49;0.01;0.1;0;0;0.432090292;-7.41403;-35.0963;3;0.674913167;0.861580172
0.56;0.008;0.25;0;0;0.884881958;-28.6326;-49.1322;1;0.131168218;0.550658012
0.4;0.0205;0.15;0;0;0;-29.108;-49.6328;2;0.118985665;0.53956876
0.52;0.03825;0.07;1;0;0.275686232;-7.53075;-38.1962;2;0.671922112;0.792911429
0.52;0.0325;0.012;0;0;0.420704173;-4.77793;-48.067;3;0.742465601;0.574254239
0.491;0.02475;0.05;0;0;0.137534759;-22.2213;-47.6215;3;0.295463549;0.58412292
0.546;0.0005;0.2;0;0;0.666276127;-27.1659;-53.7166;1;0.168753725;0.449104741
0.41;0.0025;0.019;0;0;0.696066149;-26.6876;-53.1545;2;0.181010593;0.461556336
0.56;0.02175;0.021;0;0;0;-6.36281;-39.2892;2;0.701851625;0.768699379
0.52;0.00125;0.04;0;0;0.924266072;-18.8545;-41.9555;3;0.381740829;0.709635709
0.48;0.0015;0;;;1;-8.00679;-35.204;3;0.659723158;0.85919441
0.56;0.0035;0.2;1;0;0.012540989;-8.50736;-42.4264;3;0.646895602;0.699204369
0.47;0.10725;0.25;0;0;0.837441756;-4.25245;-43.0108;3;0.755931499;0.686258786
0.54;0.0025;0;;;0.695288804;-3.61212;-43.991529;3;0.772340531;0.664533754
0.49;0.0025;0.06;1;0;0.226040092;-25.5859;-49.4047;3;0.209242647;0.544621613
0.5;0.015;0.121;0;0;0.276858354;-15.9274;-52.3273;1;0.4567504;0.479880406
0.477;0.00675;0.241;0;0;0;-9.41622;-40.5033;1;0.623605246;0.74180473
0.313;0.0085;0.063;0;0;0.211257108;-20.8113;-49.3758;3;0.331596068;0.545261804
0.52;0;0.079;1;0;0.057242564;-13.8374;-56.0743;3;0.510308531;0.396877155
0.55;0.0055;0.072;0;0;0.888638359;-4.42585;-41.4482;3;0.751487968;0.720873379
0.37;0.1825;0.1;0;0;0.482395004;-7.48899;-36.287;2;0.672992249;0.835203879
0.3;0.00475;0;0;0;0;-6.50845;-36.3497;1;0.698119469;0.833814953
0.5;0.0025;0.04;;;0.171467639;-3.683172;-43.018389;3;0.77051976;0.686090675
0.573;0.00975;0.06;0;0;0.885693215;-22.8495;-45.2325;1;0.279365359;0.637043861
0.54;0.004;0;0;0;0.173276578;-23.6125;-45.4125;1;0.259812798;0.633056516
0.51;0.0055;0.175;1;0;0.32110436;-11.8219;-42.6179;2;0.561957532;0.694962276
0.56;0.0025;0.02;0;0;0.485856544;-26.2451;-51.0759;3;0.192350054;0.507601321
0.611;0.03025;0.057;0;0;0.039440621;-22.8495;-45.2325;1;0.279365359;0.637043861
0.56;0;0.125;0;0;0.669483342;-4.27157;-41.7716;2;0.755441532;0.713709448
0.36;0.026;0.03;0;0;0.601713878;-21.8235;-47.248;1;0.305657532;0.592396663
0.46;0;0.3;0;0;0.634910165;-21.9183;-46.3843;3;0.303228197;0.611529278
0.514;0.012;0.189;0;0;0.759664948;-6.94696;-41.5178;3;0.686882256;0.719331606
0.321;0.0225;0.128;0;0;0.677519801;-4.42585;-41.4482;3;0.751487968;0.720873379
0.505;0.006;0.106;0;0;0.056847904;-4.77025;-41.817;3;0.742662408;0.712703751
0.48;0;0.012;0;0;1;-26.7665;-53.1737;3;0.17898871;0.46113102
0.775;0.0005;0.148;0;0;0;-8.47443;-35.5468;1;0.647739463;0.851600731
0.59;0.001;0.15;0;0;0.030121568;-7.59472;-37.6445;3;0.670282823;0.805132645
0.484;0.0025;0.08;0;0;1;-22.7374;-47.3331;3;0.282238023;0.590511534
0.45;0.0025;0.1;;;0.025697099;-2.94644;-45.6589;3;0.78939918;0.627598282
0.54;0.016;0;0;0;0.103845763;-22.1809;-47.3841;3;0.296498836;0.589381786
0.62;0.11625;0.1;0;0;0.367338004;-26.9844;-52.6056;3;0.173404826;0.473715526
0.367;0.02175;0.02;;;1;-3.57582;-42.606551;1;0.773270751;0.695213679
0.278;0.001;0.05;1;0;0.107275091;-3.48624;-42.4981;1;0.77556632;0.697616077
0.567;0.015;0.075;0;0;0.011469366;-21.0737;-48.4126;3;0.324871832;0.566598535
0.52;0.0045;0;1;0;0.493583249;-22.7374;-47.3331;3;0.282238023;0.590511534
0.47;0.03725;0.32;0;0;0.303729012;-5.25476;-44.6444;3;0.730246403;0.650071407
0.588;0.00225;0.2;0;0;0.18226423;-21.7708;-47.0852;2;0.307008017;0.596002996
0.499;0.0085;0.141;0;0;0;-21.0159;-48.7761;3;0.326353009;0.558546311
0.52;0.0125;0.051;0;0;0;-13.2506;-43.4108;1;0.525345809;0.677398018
0.549;0.1045;0.095;0;0;0.982177849;-4.15985;-40.9413;3;0.758304457;0.732102189
0.585;0.0065;0.11;0;0;0.85867173;-18.461;-41.809;1;0.39182462;0.712880966
0.48;0.009;0.03;0;0;0.141452706;-22.5832;-47.523;3;0.286189536;0.586304884
0.446;0.0315;0;0;0;0;-11.5266;-61.0252;2;0.56952486;0.287205205
0.311;0.0225;0.086;0;0;0.124380555;-19.5007;-41.0746;1;0.365181372;0.729149337
0.459;0.0025;0.076;0;0;0.878707037;-20.6557;-49.3842;3;0.335583458;0.545075727
0.48;0;0.04;0;0;0.173276578;-23.6125;-45.4125;1;0.259812798;0.633056516
0.58;0;0;;;0.707904704;-3.57582;-42.606551;1;0.773270751;0.695213679
0.48;0.025;0.233;0;0;0.77417729;-7.54473;-35.7066;3;0.671563862;0.848060854
0.5;0.00125;0.126;1;1;0.045828276;-4.44617;-49.1153;3;0.75096725;0.551032379
0.48;0.015;0.1;0;0;0.754845396;-14.805;-53.6075;3;0.48551291;0.451521516
0.48;0.025;0.127;0;0;0.123414632;-5.18889;-48.1336;3;0.731934381;0.572778921
0.511;0.015;0.053;0;0;0.108319787;-16.857;-53.0318;3;0.432928564;0.464274377
0.297;0.0125;0.1;0;0;0;-23.4835;-46.3457;3;0.263118539;0.612384342
0.45;0.0115;0.1;0;0;0.677042721;-3.88863;-42.2324;3;0.765254714;0.703501842
0.55;0;0.117;0;0;0.456235767;-15.11;-40.0684;1;0.477697011;0.751438601
0.48;0;0.04;0;0;0;-28.1062;-52.1438;3;0.144657692;0.483945284
0.559;0.12175;0.17;1;1;0.017112789;-7.41403;-35.0963;3;0.674913167;0.861580172
0.64;0.00825;0.051;0;0;0.826879733;-4.15002;-42.9477;3;0.75855636;0.687656573
0.582;0.14025;0.1;0;0;0.677148027;-20.568788;-44.868695;1;0.337810656;0.645102841
0.507;0.00825;0.093;1;0;0.915307799;-7.94704;-35.3801;3;0.661254306;0.855293456
0.52;0.025;0.1;0;0;0.023039754;-4.42585;-41.4482;3;0.751487968;0.720873379
0.49;0.00475;0.04;0;0;0.928698987;-22.5202;-44.0996;1;0.287803968;0.662139774
0.49;0.03575;0.121;;;0.49806504;-18.8545;-41.9555;1;0.381740829;0.709635709
0.716;0.0005;0.02;0;0;0.161269056;-26.8215;-53.2767;3;0.177579285;0.458849372
0.51;0.0065;0.052;0;0;0.254140894;-26.4561;-53.4955;1;0.186942989;0.454002531
0.551;0.02225;0.117;0;0;0.14817939;-22.3871;-44.9709;1;0.291214775;0.642838804
0.594;0.0035;0.1;0;0;0.83909923;-20.8113;-49.3758;3;0.331596068;0.545261804
0.54;0.01375;0.5;0;0;0.511241509;-13.8146;-55.2706;3;0.510892801;0.414680655
0.39;0.015;0.036;0;0;0.380950226;-6.86686;-36.3619;2;0.68893489;0.8335447
0.52;0.07;0.11;;;0.003077737;-3.57582;-42.606551;1;0.773270751;0.695213679
0.56;0.21;0.2;0;0;0.145540626;-21.613505;-42.83294;1;0.311038843;0.690198727
0.584;0.005;0.2;;;1;-11.8176111;-55.4881389;3;0.562067439;0.40986175
0.43;0.0145;0.1;0;0;1;-5.73844;-39.63;2;0.717851668;0.761150004
0.511;0.0145;0.008;1;1;0.958618309;-10.823;-42.7245;1;0.587555243;0.692600882
0.48;0.01875;0.106;1;0;0.728669683;-2.94644;-45.6589;3;0.78939918;0.627598282
0.48;0.0725;0.135;0;0;0.120313072;-2.76141;-42.2755;3;0.794140741;0.702547094
0.61;0.00875;0.125;0;0;0.013449001;-31.7649;-52.3371;2;0.050900212;0.479663317
0.395;0.00825;0;0;0;0.9651652;-5.73844;-39.63;2;0.717851668;0.761150004
0.53;0.0035;0.05;1;0;0.141588284;-9.94912;-55.8417;1;0.609949204;0.402029692
0.08;0.0275;0.1;0;0;0.318694773;-26.8747;-52.4036;3;0.176215987;0.478190215
0.69;0;0.07;0;0;0.331044395;-26.8747;-52.4036;3;0.176215987;0.478190215
0.55;0.0065;0.186;1;0;0.481606765;-26.7811;-53.3505;3;0.178614572;0.45721456
0.401;0.15775;0.339;0;0;0.565637459;-20.449488;-45.557577;3;0.340867826;0.629842781
0.66;0.0075;0.119;1;0;0.079672174;-4.27157;-41.7716;2;0.755441532;0.713709448
0.719;0.00475;0;;;0.852974026;-3.57443;-42.6131;3;0.773306371;0.695068606
0.48;0.00125;0.054;1;0;0.64273087;-26.7665;-53.1737;3;0.17898871;0.46113102
0.54;0.002;0.2;0;0;0.172343279;-20.913;-41.1986;1;0.328989914;0.726402499
0.51;0.02475;0.158;0;0;1;-14.7876;-39.2781;1;0.485958801;0.768945265
0.488;0.013325;0.129;0;0;0.235842445;-5.50894;-38.2743;3;0.723732812;0.791181364
0.724;0.01375;0.05;0;0;1;-5.73844;-39.63;3;0.717851668;0.761150004
0.48;0;0;0;0;0.072683999;-26.687;-53.2511;3;0.181025969;0.459416461
0.58;0.002;0.15;0;0;0.939256609;-18.8545;-41.9555;3;0.381740829;0.709635709
0.52;0.025;0.16;0;0;0.061721992;-20.431;-41.8738;1;0.341341598;0.711445521
0.52;0.0025;0.08;0;0;0.021500625;-5.73844;-39.63;3;0.717851668;0.761150004
0.24;0.08125;0.1;1;0;0.226313464;-5.73844;-39.63;3;0.717851668;0.761150004
0.52;0.0115;0;0;0;0.828118812;-26.654;-53.44;3;0.181871623;0.455231963
0.54;0.3075;0;1;0;0.558670657;-26.937;-53.6214;3;0.174619494;0.451213604
0.4;0;0.08;0;0;0.803142631;-4.22447;-44.7832;3;0.756648512;0.64699672
0.48;0.3825;0.15;1;0;0.665851663;-15.286;-59.0683;1;0.473186852;0.330554301
0.784;0.05475;0.1;0;0;0.066535562;-22.8495;-45.2325;1;0.279365359;0.637043861
0.58;0;0.009;0;0;0.751276721;-12.2429;-41.6155;3;0.551169028;0.717167363
0.455;0.01925;0.01;;;0.692646859;-3.5956031;-43.2757849;3;0.772763792;0.680388861
0.48;0.025;0.08;0;0;0.578924006;-29.108;-49.6328;2;0.118985665;0.53956876
0.47;0.025;0.1;0;0;0.703539823;-22.8495;-45.2325;1;0.279365359;0.637043861
0.546;0;0.115;0;0;0.138442747;-22.4778;-47.4519;3;0.288890506;0.587879886
0.63;0;0.02;0;0;1;-28.8314;-49.2352;2;0.126073789;0.548376364
0.551;0.02525;0.212;0;0;0.698066517;-3.88863;-42.2324;3;0.765254714;0.703501842
0.4;0.013;0.1;0;0;0.916058361;-3.109;-42.4064;3;0.785233434;0.699647408
0.48;0.0025;0.03;0;0;0;-22.1809;-47.3841;3;0.296498836;0.589381786
0.529;0;0.188;1;0;0.017112789;-7.41403;-35.0963;3;0.674913167;0.861580172
0.52;0.01575;0.15;0;0;0.497872585;-7.35819;-46.6225;3;0.676344117;0.60625269
0.27;0.01;0.164;0;0;1;-20.6557;-49.3842;3;0.335583458;0.545075727
0.49;0.002;0.15;0;0;0.00304018;-7.74312;-37.631;3;0.666479939;0.805431696
0.391;0.029;0.02;1;0;0.162057187;-23.3171;-46.5897;3;0.267382688;0.606979273
0.409;0.01;0.208;0;0;0.521554977;-21.291;-50.3432;3;0.319303324;0.523832034
0.66;0.0225;0.052;0;0;0.519451832;-18.7612;-41.3143;1;0.384131725;0.723839522
0.45;0.0075;0.08;0;0;0.884881958;-28.6326;-49.1322;3;0.131168218;0.550658012
0.78;0.0075;0.07;1;0;0.141991962;-23.6437;-46.8579;3;0.25901327;0.601038128
0.39;0.0025;0.048;0;0;1;-28.6511;-49.2169;1;0.130694139;0.548781744
0.642;0.0005;0.177;1;0;0.404787333;-19.5007;-41.0746;1;0.365181372;0.729149337
0.605;0.0025;0.08;0;0;0.864258808;-7.02278;-35.8597;2;0.6849393;0.844669395
0.5;0.0065;0.01;0;0;0.700787936;-21.528;-46.6437;1;0.313229986;0.605783069
0.66;0.0175;0;0;0;0.150200267;-26.6388;-52.6799;3;0.182261137;0.472069639
0.6;0.015;0.04;0;0;0.023887026;-19.7472;-47.9381;1;0.358864588;0.577109622
0.48;0;0.01;0;0;0.071838647;-5.13272;-49.3358;3;0.733373788;0.54614788
