pH;Turbidez;CRL;Coliformes;Ecoli;Precipitação;Latitude;Longitude;Manancial;Lat_Norm;Long_Norm
0.595;0;0.2;0;0;0.042314016;-11.6914;-41.4688;1;0.565301712;0.72041705
0.36;0.025;0.072;0;0;0.146350859;-23.0506;-47.8375;3;0.274211991;0.579338105
0.566;0.01425;0.123;0;0;0;-3.53639;-43.917;1;0.774281181;0.666184715
0.52;0.009;0.043;0;0;0.865738112;-5.79357;-35.1986;3;0.716438912;0.85931403
0.45;0.0035;0.03;1;1;0.086184615;-2.88769;-40.1183;3;0.790904702;0.75033322
0.4;0;0.1;0;0;0.102526812;-1.75989;-55.8579;1;0.819805592;0.401670831
0.48;0.0715;0.04;0;0;0.237374755;-22.7181;-42.6276;1;0.282732602;0.694747403
0.477;0.04875;0.02;0;0;0.789812355;-11.9668;-41.2647;2;0.558244339;0.724938257
0.52;0.001;0.044;0;0;0.995483119;-18.97439;-41.6398;1;0.37866854;0.716629071
0.523;0;0.1;0;0;0.843296781;-10.3545;-38.2213;3;0.599560977;0.792355416
0.511;0.001;0.1;1;0;0.458189176;-12.1144;-43.8958;1;0.554461956;0.666654335
0.52;0.01575;0.069;0;0;0.005221891;-12.1144;-43.8958;1;0.554461956;0.666654335
0.56;0.007;0.109;0;0;0.105029393;-26.9566;-49.6286;1;0.174117226;0.539661798
0.48;0;0.135;0;0;0.852293088;-12.1144;-43.8958;1;0.554461956;0.666654335
0.43;0.00125;0.3;0;0;0.768077058;-13.604;-39.1091;1;0.516289616;0.77268894
0.44;0.08625;0.2;0;0;0.791826987;-11.3809;-37.6623;1;0.573258554;0.80473834
0.412;0.15025;0.15;0;0;0.784073862;-11.8618;-38.7639;3;0.560935058;0.780335783
0.52;0.003;0.5;0;0;0.956201397;-11.2329;-38.4871;3;0.577051187;0.786467435
0.408;0.0005;0.1;0;0;0.789812355;-11.9668;-41.2647;2;0.558244339;0.724938257
0.45;0.01175;0.02;0;0;0;-19.2199;-42.4828;1;0.372377125;0.697955001
0.61;0.0675;0.17;0;0;0.179767244;-2.88769;-40.1183;3;0.790904702;0.75033322
0.507;0.01475;0.16;0;0;0.938804814;-11.8881;-49.1609;3;0.560261097;0.550022252
0.54;0.01175;0.3;1;0;0.114286422;-18.8235;-42.4388;1;0.382535232;0.698929686
0.425;0.0025;0.024;0;0;0.023708094;-16.0651;-47.9757;3;0.453221714;0.576276709
0.545;0;0.14;0;0;0.348835477;-10.3545;-38.2213;3;0.599560977;0.792355416
0.5;0.0025;0.08;0;0;0.426281335;-10.3524;-37.7002;1;0.599614791;0.803898783
0.593;0.0275;0.054;0;0;0.689819244;-22.7181;-42.6276;1;0.282732602;0.694747403
0.528;0.01075;0.01;0;0;0.046190315;-8.81175;-36.0137;1;0.639095334;0.841257999
0.423;0.0265;0.049;0;0;0.020143077;-18.9844;-41.6527;1;0.378412024;0.716343311
0.5;0.05875;0.002;0;0;0;-11.18365;-37.99933;1;0.578313262;0.797272478
0.51;0.0085;0.13;0;0;0.672364323;-26.9592;-50.4252;1;0.174050599;0.522015577
0.363;0.0025;0.08;1;0;0.12311938;-12.0884;-38.4969;3;0.555128229;0.786250346
0.21;0.0005;0.15;;;1;-32.06923;-52.09646;1;0.043101482;0.484993956
0.64;0.00275;0.15;0;0;0.167724202;-10.5105;-40.32;1;0.595563337;0.745865178
0.51;0.011025;0.2;0;0;0.780737018;-12.8937082;-38.440751;1;0.534491482;0.787494155
0.418;0.02175;0.069;0;0;0.015003317;-8.23599;-41.6873;3;0.653849702;0.715576855
0.45;0.03;0.4;0;0;0.204677369;-2.9248;-39.9167;3;0.789953725;0.754799048
0.4;0.05;0.1;0;0;0.060179409;-12.5317;-39.1902;1;0.543768268;0.770892419
0.419;0;0.085;0;0;0.168588797;-22.3044;-45.3773;1;0.293334037;0.633836263
0.53;0.00825;0.088;1;0;0.873894851;-23.6022;-46.919;2;0.260076744;0.599684645
0.54;0;0.4;0;0;0.015003317;-8.23599;-41.6873;3;0.653849702;0.715576855
0.421;0.01325;0.05;0;0;0.379650452;-13.6541;-40.2119;1;0.515005758;0.7482598
0.452;0.00275;0.1;0;0;0.948375215;-12.5317;-39.1902;1;0.543768268;0.770892419
0.45;0.11025;0.113;0;0;0.000640613;-2.72094;-42.5258;3;0.795177821;0.697002468
0.449;0.00075;0.08;0;0;0.746474596;-15.452;-47.6089;1;0.468932953;0.584402034
0.462;0.025;0.05;;;0.176423086;-10.3524;-37.7002;1;0.599614791;0.803898783
0.411;0.0025;0.08;0;0;0.11139704;-26.3754;-48.7188;1;0.189010999;0.559815616
0.45;0.01275;0.152;0;0;0.013954553;-8.12113;-38.7388;3;0.656793093;0.780891797
0.6;0.045;0.098;0;0;0.525602141;-27.6106;-53.1672;3;0.157357888;0.461275007
0.52;0;0.1;1;0;0.169205163;-7.5606;-34.9959;2;0.671157179;0.863804225
0.47;0.0315;0.058;0;0;0.000667318;-14.5003;-42.2229;2;0.493321122;0.703712286
0.56;0.0175;0.102;0;0;0.35553098;-5.79357;-35.1986;3;0.716438912;0.85931403
0.52;0.0005;0.2;0;0;0.176590338;-22.5249;-45.4945;1;0.287683526;0.631240058
0.53;0.0035;0.14;0;0;0.238972546;-20.0407;-47.7466;3;0.351343387;0.581351715
0.569;0.01025;0.2;0;0;0.691520427;-5.49682;-45.2485;1;0.724043398;0.636689431
0.55;0.0075;0.034;0;0;0.799107937;-11.6858;-41.7677;1;0.565445217;0.71379584
0.635;0.01125;0.001;1;1;0.22196169;-7.59472;-37.6445;2;0.670282823;0.805132645
0.468;0.02;0.3;0;0;0.179767244;-2.88769;-40.1183;3;0.790904702;0.75033322
0.45;0.005;0.057;0;0;0.612386612;-4.2416;-69.9383;1;0.75620954;0.08976291
0.366;0.0005;0.06;0;0;0;-26.9985;-51.5528;1;0.173043501;0.49703707
0.514;0.019;0.11;0;0;0.194819196;-11.5266;-61.0252;1;0.56952486;0.287205205
0.484;0.00525;0;0;0;0.706410911;-12.6996;-38.3263;3;0.539465679;0.790029464
0.652;0;0.222;1;1;0.067524435;-2.83939;-44.062;1;0.792142433;0.662972686
0.3;0;0.05;0;0;0.253511636;-28.0667;-53.6992;3;0.145669915;0.449490185
0.52;0.017;0.18;0;0;0.1951449;-27.0483;-51.2243;3;0.171767331;0.504313976
0.549;0.012;0.155;0;0;1;-8.9488;-44.1296;3;0.635583304;0.661475216
0.45;0;0.222;0;0;0.961062718;-20.085;-45.2947;1;0.350208159;0.635666012
0.383;0.003;0.08;0;0;0.142107984;-23.7067;-46.4058;1;0.257398838;0.611053012
0.55;0.027;0.1;0;0;0.143137915;-12.6996;-38.3263;3;0.539465679;0.790029464
0.387;0.0005;0.2;0;0;0.426281335;-10.3524;-37.7002;1;0.599614791;0.803898783
0.41;0.065;0.114;0;0;0;-28.1233;-54.8373;3;0.144219489;0.424279082
0.54;0.001;0.3;0;0;0.018344469;-22.2445;-43.7129;1;0.294869029;0.670705922
0.59;0.05575;0.09;0;0;0.18492045;-7.35819;-46.6225;1;0.676344117;0.60625269
0.5;0.0275;0.01;1;0;0.627865046;-10.9578;-41.0756;3;0.584100872;0.729127185
0.62;0.00275;0.25;0;0;0;-19.3194;-41.2462;1;0.369827348;0.725348068
0.5;0.0375;0.086;0;0;0;-11.5616;-37.7853;1;0.568627953;0.802013654
0.46;0.01075;0.119;0;0;0.052744378;-4.538;-44.628;1;0.748614023;0.650434698
0.5;0.05;0.1;0;0;0.392503675;-27.0545;-52.069;1;0.171608451;0.485602248
0.36;0.0415;0.022;0;0;0.807757527;-15.2791;-39.0765;1;0.473363671;0.773411092
0.45;0.0095;0.195;0;0;0.881122048;-14.5003;-42.2229;2;0.493321122;0.703712286
0.35;0.02;0.158;0;0;0.613325884;-22.3044;-45.3773;1;0.293334037;0.633836263
0.539;0.03025;0.049;0;0;0.015828274;-26.7191;-52.8625;3;0.180203377;0.468024698
0.531;0.04475;0.2;0;0;0;-12.6187;-38.2926;3;0.541538815;0.790775984
0.51;0;0.08;0;0;0.591243893;-5.35875;-42.6776;3;0.727581566;0.693639807
0.48;0;0.125;0;1;0.76156651;-26.8621;-52.1549;1;0.176538874;0.483699398
0.586;0.00925;0.149;0;0;0.684974178;-12.6187;-38.2926;3;0.541538815;0.790775984
0.48;0.16575;0.5;0;0;0.97390579;-12.2816;-40.4931;1;0.550177306;0.74203068
0.41;0.00925;0.15;0;0;0;-22.7542;-47.1488;1;0.281807507;0.594594134
0.523;0.005;0.03;0;0;0.48598603;-28.1244;-49.1068;1;0.1441913;0.551220671
0.352;0;0.139;0;0;0.644433394;-21.4647;-47.0024;3;0.314852105;0.597837175
0.52;0.00375;0.3;0;0;1;-7.66373;-35.1002;1;0.668514379;0.861493779
0.62;0;0.3;0;0;0.584812645;-8.41519;-37.0577;2;0.649257541;0.818131392
0.48;0.003;0.25;1;1;0.002121121;-14.2711;-42.257;2;0.499194578;0.702956905
0.514;0.12;0.09;0;0;0.488989196;-18.548;-42.7655;1;0.389595167;0.691692653
0.338;0.0615;0.026;0;0;0.336358343;-12.2816;-40.4931;1;0.550177306;0.74203068
0.5;0.00225;0.157;0;1;0.260638898;-8.81175;-36.0137;1;0.639095334;0.841257999
0.341;0.03;0.004;0;0;0.235389482;-11.2329;-38.4871;3;0.577051187;0.786467435
0.42;0.0245;0.224;0;0;1;-29.4747;-52.0843;;0.109588648;0.485263323
0.364;0.103;0.133;1;0;0.166880787;-8.6592;-35.1532;2;0.643004565;0.860319728
0.459;0.018;0.2;0;0;0.763374334;-10.0256;-37.5616;1;0.607989336;0.806969039
0.669;0.018;0.03;0;0;0.276174361;-14.5003;-42.2229;2;0.493321122;0.703712286
0.42;0;0.153;0;0;0.881122048;-14.5003;-42.2229;2;0.493321122;0.703712286
0.458;0.00775;0.02;0;0;0.787628124;-28.9869;-49.643;1;0.122088962;0.53934281
0.45;0.18;0.066;0;0;0.853073463;-7.74149;-35.2193;1;0.666521709;0.858855486
0.647;0.03775;0.2;0;0;0.188805216;-23.4779;-54.187;3;0.263262044;0.438684477
0.59;0.00375;0.016;0;0;0.613657845;-26.8992;-49.2354;1;0.175588153;0.548371933
0.48;0.01525;0.2;;;0;-8.13436;-41.1431;2;0.656454062;0.727631931
0.56;0.0525;0.083;1;0;0.970513946;-19.6741;-44.8964;1;0.360737841;0.644489122
0.491;0.0025;0.133;1;0;0;-8.6602;-35.904;2;0.642978939;0.843688065
0.476;0.0095;0.17;1;1;0.455475571;-26.9592;-50.4252;1;0.174050599;0.522015577
0.599;0.04125;0.22;0;0;0.01237334;-8.13436;-41.1431;2;0.656454062;0.727631931
0.45;0.00625;0.05;0;0;0.789568519;-8.35672;-35.2241;1;0.650755887;0.858749156
0.497;0.001;0.072;0;0;0.365285921;-14.0684;-42.4861;1;0.504388948;0.6978819
0.27;0.125;0.24;0;0;0.106739642;-13.4355;-40.4323;1;0.52060758;0.743377517
0.452;0.0175;0.008;1;0;0.075017748;-10.3225;-44.2381;2;0.600381006;0.659071733
0.55;0.0025;0.1;0;0;1;-8.23599;-41.6873;3;0.653849702;0.715576855
0.44;0.03075;0.052;0;0;0.027779617;-4.609;-45.049;3;0.746794584;0.641108739
0.47;0.00625;0.162;0;0;0.146064191;-27.937574;-50.515321;3;0.148978885;0.520019223
0.471;0.00575;0.068;1;0;0.942796908;-23.5411;-46.371;2;0.261642487;0.611823898
0.53;0.00325;0.323;0;0;0.963150736;-19.2291;-42.3312;1;0.372141367;0.701313232
0.55;0.025;0.256;;;0.423565445;-27.4219;-49.7789;3;0.162193495;0.536332364
0.414;0.01875;0.15;1;0;0.102858693;-4.92673;-37.9721;1;0.738652467;0.797875675
0.48;0.00225;0.05;0;0;0.701932343;-13.6369;-41.8432;1;0.515446524;0.71212337
0.377;0.0085;0.065;0;0;0.187613952;-5.79357;-35.1986;3;0.716438912;0.85931403
0.458;0.04925;0.21;0;0;0.096086355;-15.4342;-39.3287;1;0.469389094;0.767824378
0.58;0;0.3;0;0;0.892248757;-7.84383;-35.3108;2;0.663899155;0.856828585
0.52;0.047;0.2;0;0;0.406291461;-26.9452;-50.136;1;0.174409361;0.528421913
0.493;0.0025;0.3;0;0;0.843971631;-27.0772;-52.1289;1;0.171026743;0.484275348
0.52;0.01;0.064;0;0;0.529760903;-12.6716;-38.5472;1;0.540183205;0.785136105
0.507;0.0025;0.034;0;0;0.480493598;-20.9845;-47.6572;3;0.327157662;0.583332097
0.563;0;0.1;0;0;0.839357065;-12.1439;-44.9968;1;0.553705992;0.642265069
0.5;0.01;0.15;0;0;0.426281335;-10.3524;-37.7002;1;0.599614791;0.803898783
0.477;0.2;0.15;0;0;0.870390354;-7.70734;-37.8446;1;0.667396834;0.800700045
0.48;0;0.069;;;0.063564227;-9.06596;-68.6571;1;0.632580974;0.118143952
0.536;0.0045;0.004;0;0;0.459914843;-31.7649;-52.3371;3;0.050900212;0.479663317
0.48;0.01375;0.05;0;0;0.167613055;-10.3545;-38.2213;3;0.599560977;0.792355416
0.453;0.0005;0.27;0;0;1;-5.09194;-42.8034;3;0.734418812;0.690853095
0.49;0.04;0.272;0;0;0.503392536;-27.0754;-52.9808;1;0.171072869;0.465404125
0.488;0.0005;0.253;0;0;0.662464993;-4.37055;-70.1967;1;0.75290508;0.084038854
0.48;0.02075;0.02;0;0;0.596190917;-21.1204;-42.9359;1;0.323675103;0.687917965
0.42;0;0.08;0;0;0.008402815;-8.13436;-41.1431;2;0.656454062;0.727631931
0.57;0.01;0.113;0;0;0.129837974;-19.5476;-42.1147;1;0.363979518;0.706109123
0.51;0.0095;0.158;0;0;1;-8.13436;-41.1431;2;0.656454062;0.727631931
0.599;0.01125;0.12;1;0;0.290437355;-9.06596;-68.6571;1;0.632580974;0.118143952
0.51;0;0.1;0;0;1;-20.6229;-41.6937;1;0.336423988;0.715435083
0.339;0.0025;0.077;0;0;0.781524822;-14.5003;-42.2229;2;0.493321122;0.703712286
0.592;0.01675;0.1;1;0;1;-27.0996;-51.2473;3;0.170452723;0.503804482
0.437;0.01925;0.1;0;0;0.038094507;-19.39504;-41.17045;1;0.367889005;0.727026076
0.66;0.03;0.2;;;0.780886638;-18.0873;-42.5659;1;0.401401019;0.696114176
0.485;0.00125;0.1;0;0;0.441671503;-14.9823;-39.9269;1;0.480969438;0.754573098
0.473;0.025;0.056;1;0;0.058337619;-28.0331;-49.133;3;0.146530945;0.55064029
0.664;0.0025;0.401;0;0;0.201640233;-8.88937;-35.1515;1;0.637106252;0.860357386
0.439;0.0005;0.229;0;0;1;-11.8881;-49.1609;3;0.560261097;0.550022252
0.48;0.127;0.063;1;0;0.578072927;-31.93401;-52.30461;3;0.046566616;0.480383033
0.48;0.0075;0.26;0;0;1;-12.6187;-38.2926;3;0.541538815;0.790775984
0.5;0.0075;0.079;0;0;0;-15.5606;-49.949;1;0.46614998;0.532564322
0.482;0;0.055;0;0;0.009214728;-19.6741;-44.8964;1;0.360737841;0.644489122
0.521;0.05;0.55;1;0;0.278414973;-6.03199;-44.2543;1;0.710329185;0.658712871
0.575;0.02;0.065;0;0;0.103464604;-27.0741;-53.2458;1;0.171106183;0.459533866
0.424;0.01475;0.127;0;0;0.729167276;-27.0996;-51.2473;3;0.170452723;0.503804482
0.56;0.025;0.226;0;0;0.027573163;-27.0019;-51.2442;3;0.172956373;0.503873153
0.59;0.015;0.125;0;0;0.746474596;-15.452;-47.6089;1;0.468932953;0.584402034
0;0.00975;0.056;0;0;0.494077552;-14.5003;-42.2229;2;0.493321122;0.703712286
0.38;0.0085;0.02;0;1;0.672364323;-26.9592;-50.4252;1;0.174050599;0.522015577
0.48;0.06825;0.55;1;0;0.132610411;-27.0996;-51.2473;3;0.170452723;0.503804482
0.523;0.03925;0.107;0;0;0.041427661;-23.6677;-46.4613;1;0.258398248;0.60982358
0.45;0.014;0.117;0;0;0.372735646;-26.4739;-52.9687;3;0.186486848;0.465672164
0.535;0.025;0.05;0;0;0.843296781;-10.3545;-38.2213;3;0.599560977;0.792355416
0.46;0.00175;0.08;0;0;0.308952156;-26.7151;-48.9322;1;0.180305881;0.555088396
0.4;0.0025;0.131;0;0;0;-10.3545;-38.2213;3;0.599560977;0.792355416
0.355;0.0005;0.06;0;0;0.776541309;-12.0063;-44.7003;1;0.557232116;0.648833114
0.51;0.00375;0.11;0;0;0.265114102;-9.34382;-38.2544;1;0.625460561;0.791622187
0.53;0.04325;0.034;0;0;0.242061247;-19.3999;-41.1746;1;0.367764463;0.726934145
0.51;0.0077;0.2;0;0;0.35553098;-5.79357;-35.1986;3;0.716438912;0.85931403
0.513;0.0035;0.04;0;0;0.63662572;-13.4355;-40.4323;1;0.52060758;0.743377517
0.321;0.001;0.27;0;0;1;-11.1397;-37.6195;1;0.579439521;0.805686443
0.524;0.0025;0.3;0;0;0.189031295;-11.9668;-41.2647;2;0.558244339;0.724938257
0.434;0.00925;0.031;0;0;0.31381844;-13.2714;-39.666;1;0.52481279;0.760352535
0.499;0.043;0.02;0;0;0;-7.35819;-46.6225;1;0.676344117;0.60625269
0.541;0.042;0.077;0;0;0;-22.5832;-47.523;3;0.286189536;0.586304884
0.349;0.0025;0.168;0;0;0.655482149;-13.4355;-40.4323;1;0.52060758;0.743377517
0.6;0.0075;0.163;0;0;0;-8.87576;-36.3653;1;0.63745502;0.833469383
0.498;0.0025;0.15;0;0;0;-11.169;-61.8986;1;0.578688682;0.267857716
0.73;0.0075;0.083;0;0;0.187613952;-5.79357;-35.1986;3;0.716438912;0.85931403
0.56;0.0225;0.096;0;0;0.881122048;-14.5003;-42.2229;2;0.493321122;0.703712286
0.464;0.0005;0.1;1;0;0.917115037;-10.3545;-38.2213;3;0.599560977;0.792355416
0.51;0.001;0.16;0;0;0.189572451;-12.5123;-38.4905;3;0.544265411;0.786392119
0.461;0.009;0.133;0;0;0.303729012;-5.25476;-44.6444;3;0.730246403;0.650071407
0.48;0.008;0.08;0;0;1;-10.9091;-37.0677;1;0.585348853;0.817909873
0.46;0.02525;0.119;0;0;0.955618855;-11.8881;-49.1609;3;0.560261097;0.550022252
0.48;0.0125;0.13;0;0;0.588609326;-12.9417;-39.5191;1;0.533261649;0.763606652
0.45;0.02325;0.037;0;0;0;-8.87576;-36.3653;1;0.63745502;0.833469383
0.43;0.0025;0.02;0;0;0.322821047;-10.9578;-41.0756;3;0.584100872;0.729127185
0.52;0.0175;0.108;1;0;0.285209206;-26.9985;-51.5528;1;0.173043501;0.49703707
0.5;0.05;0.1;;;0;-19.1573;-42.2333;1;0.373981306;0.703481906
0.44;0.0265;0.189;0;0;0.069074429;-20.2563;-45.2107;1;0.345818443;0.637526773
0.523;0.01425;0.01;1;0;0.450755192;-22.8058;-43.3729;1;0.280485211;0.678237575
0.402;0.01;0.2;0;0;0.426281335;-10.3524;-37.7002;1;0.599614791;0.803898783
0.285;0.02025;0.2;0;0;0.323212828;-25.6788;-49.535;3;0.206862001;0.541735218
0.52;0.00575;0.05;0;1;0.975166316;-20.2863;-45.5373;1;0.345049666;0.630291956
0.439;0.0005;0.042;;;0.93693158;-9.11125;-37.1226;1;0.631420377;0.816693733
0.527;0.0075;0.06;0;0;0.825348424;-10.9578;-41.0756;3;0.584100872;0.729127185
0.5;0.02;0.1;0;0;0.266368028;-3.83053;-62.0658;3;0.766743579;0.264153915
0.435;0.0005;0.144;0;0;0.184686034;-27.937574;-50.515321;3;0.148978885;0.520019223
0.48;0.02575;0.187;0;0;0.956201397;-11.2329;-38.4871;3;0.577051187;0.786467435
0.469;0.10475;0.22;0;0;0.012606784;-10.2534;-36.8856;2;0.602151756;0.821943738
0.411;0.0095;0.2;0;0;0.179767244;-2.88769;-40.1183;3;0.790904702;0.75033322
0.446;0.00325;0.129;0;0;0.123805039;-12.1491;-38.6487;3;0.553572737;0.782887685
0.49;0.01925;0.066;0;0;0.955668899;-7.66373;-35.1002;1;0.668514379;0.861493779
0.4;0.0075;0.098;0;0;0.677355585;-11.8219;-42.6179;3;0.561957532;0.694962276
0.49;0.0025;0.08;1;1;0.294514424;-19.82;-40.2764;1;0.356999023;0.746831001
0.5;0;0.257;0;0;0.027779617;-4.609;-45.049;3;0.746794584;0.641108739
0.65;0.01;0.25;;0;0.815160577;-18.4738;-42.3067;1;0.391496609;0.701855954
0.188;0.0025;0.05;0;0;0.554324621;-26.5716;-52.3229;1;0.183983198;0.479977875
0.51;0.0025;0.15;0;0;0;-2.76141;-42.2755;1;0.794140741;0.702547094
0.65;0.0235;0.099;1;1;0.420985148;-22.2445;-43.7129;3;0.294869029;0.670705922
0.535;0.045;0.068;0;0;1;-27.0026;-51.4084;1;0.172938435;0.500235807
0.5;0.01125;0.125;0;0;0.217433068;-20.085;-45.2947;1;0.350208159;0.635666012
0.45;0.032;0.077;0;0;0.679517483;-7.84383;-35.3108;2;0.663899155;0.856828585
0.489;0.00525;0.1;0;0;0.507452478;-27.1591;-50.4659;3;0.168927981;0.521113994
0.49;0.0085;0.121;0;0;0.887921847;-7.35819;-46.6225;1;0.676344117;0.60625269
0.469;0.01525;0.208;0;0;0.348835477;-10.3545;-38.2213;3;0.599560977;0.792355416
0.589;0.09975;0.08;0;0;0.997123856;-19.4628;-45.5927;1;0.366152594;0.629064739
0.54;0.025;0.2;0;0;0.731035552;-2.76141;-42.2755;1;0.794140741;0.702547094
0.328;0.0405;0.026;0;0;0.075017748;-10.3225;-44.2381;2;0.600381006;0.659071733
0.435;0;0.133;0;0;0;-27.1591;-50.4659;3;0.168927981;0.521113994
0.486;0.01975;0.26;0;0;0.58442747;-24.3101;-47.6426;1;0.24193617;0.583655515
0.495;0.0025;0.142;0;0;0.007159981;-20.7692;-45.2765;1;0.332674919;0.636069177
0.51;0.0215;0.023;0;0;0.387833812;-12.1144;-43.8958;1;0.554461956;0.666654335
0.52;0.0035;0.3;1;0;0.299743261;-26.624;-53.1997;1;0.1826404;0.46055507
0.252;0;0.04;0;0;0.396011307;-12.8937082;-38.440751;1;0.534491482;0.787494155
0.5;0.245;0.051;1;1;0.067524435;-2.83939;-44.062;1;0.792142433;0.662972686
0.48;0.021;0.186;0;0;0.613843052;-14.2021;-41.6696;2;0.500962765;0.715968944
0.465;0.005;0.086;0;0;0.193780042;-23.6022;-46.919;2;0.260076744;0.599684645
0.51;0.00175;0.184;0;0;0.062171803;-14.5003;-42.2229;2;0.493321122;0.703712286
0.53;0.025;0.16;0;0;0;-11.9472;-37.9469;3;0.558746606;0.798433903
0.532;0.07175;0.194;0;0;0;-8.08546;-37.6443;2;0.657707169;0.805137075
0.55;0.07025;0.135;1;0;0;-8.81175;-36.0137;1;0.639095334;0.841257999
0.508;0.012;0.08;0;0;0.815959224;-5.72792;-44.1565;3;0.718121253;0.660879329
0.54;0.005;0.12;0;0;0.000737998;-14.0684;-42.4861;1;0.504388948;0.6978819
0.559;0.013;0.06;0;0;0.003199097;-27.0483;-51.2243;3;0.171767331;0.504313976
0.55;0.01;0.068;0;0;0.018363431;-2.94644;-45.6589;3;0.78939918;0.627598282
0.49;0.007775;0.14;0;0;0.274229075;-22.8058;-43.3729;1;0.280485211;0.678237575
0.5;0.01325;0.054;0;0;0.856574879;-28.1233;-54.8373;3;0.144219489;0.424279082
0.53;0.00375;0.17;0;0;0.637318543;-21.4647;-47.0024;3;0.314852105;0.597837175
0.55;0.005;0.033;0;0;0;-10.7405;-40.1437;2;0.58966938;0.749770561
0.427;0.012;0.203;0;0;1;-10.48991;-37.19681;1;0.596090974;0.815049839
0.32;0.07;0.06;0;0;0.423757451;-14.0643;-39.6459;1;0.504494014;0.760797788
0.59;0.005;0.136;0;0;0.472316684;-22.8429;-42.1026;2;0.27953449;0.706377162
0.641;0.04025;0.06;1;0;0.54439553;-8.81175;-36.0137;1;0.639095334;0.841257999
0.55;0;0.024;0;0;0.053839703;-20.6931;-41.8405;1;0.33462505;0.71218318
0.412;0.0005;0.095;0;0;0.109895675;-26.903;-51.4043;1;0.175490774;0.50032663
0.52;0.005;0.02;0;0;0.692190534;-3.50164;-42.1865;2;0.775171681;0.704518615
0.373;0.05075;0.036;0;0;0.090599818;-10.3524;-37.7002;1;0.599614791;0.803898783
0.53;0.00375;0.168;0;0;0.594814097;-26.9548;-49.3783;1;0.174163353;0.545206424
0.56;0.00175;0.001;0;0;0.935591749;-22.4743;-45.6166;1;0.288980197;0.628535308
0.53;0.0215;0.01;0;0;0.023815518;-22.7181;-42.6276;1;0.282732602;0.694747403
0.432;0.02425;0.04;0;0;0.060129365;-11.8219;-42.6179;3;0.561957532;0.694962276
0.527;0.00875;0.2;1;1;0.323212828;-25.6788;-49.535;3;0.206862001;0.541735218
0.42;0;0.069;0;0;0.856197494;-14.0643;-39.6459;1;0.504494014;0.760797788
0.295;0.0025;0;0;0;1;-23.3171;-46.5897;1;0.267382688;0.606979273
0.509;0.1055;0.31;0;0;0.126619686;-16.9707;-40.6727;1;0.430014899;0.738052195
0.589;0.00825;0.1;0;0;0.826998978;-10.9056;-62.242;2;0.585438544;0.260250746
0.299;0;0.06;0;0;0.170225298;-28.1233;-54.8373;3;0.144219489;0.424279082
0.56;0.003;0.009;0;0;0.85140866;-4.16598;-45.4706;3;0.75814737;0.631769489
0.268;0.0325;0.03;0;0;0.102858693;-4.92673;-37.9721;1;0.738652467;0.797875675
0.501;0.0005;0.182;0;0;0.318079373;-27.0545;-52.069;1;0.171608451;0.485602248
0.454;0.00925;0.04;0;0;0.871475336;-8.81175;-36.0137;1;0.639095334;0.841257999
0.501;0;0.061;0;0;0.132610411;-27.0996;-51.2473;3;0.170452723;0.503804482
0.4;0.045;0.111;0;0;0.155199803;-7.74312;-37.631;2;0.666479939;0.805431696
0.3;0.0005;0.05;0;0;0.28039661;-26.6809;-53.3172;1;0.181182287;0.457952219
0.531;0.00125;0.051;0;0;0.084338358;-12.9735981;-38.4259731;1;0.532444232;0.787821514
0.46;0.0025;0.139;0;0;0.781524822;-14.5003;-42.2229;2;0.493321122;0.703712286
0.41;0.02325;0.078;;;0.004042286;-19.31789;-41.25711;1;0.369866043;0.72510639
0.513;0.00525;0.052;0;0;0.467142116;-22.5249;-45.4945;1;0.287683526;0.631240058
0.42;0.0015;0.06;0;0;0.01123504;-11.3486;-41.6548;1;0.57408627;0.716296792
0.48;0.0125;0;0;0;1;-27.197;-50.0786;1;0.16795676;0.529693433
0.5;0.05;0.1;1;0;0.011151268;-10.5849;-36.9418;1;0.59365677;0.8206988
0.56;0.018;0.2;;;0.583473365;-16.6173;-48.9616;3;0.439071092;0.55443713
0.415;0.008;0.075;0;0;0.478838078;-17.9914;-42.3806;3;0.403858543;0.700218927
0.445;0.035;0.039;0;0;0.031678426;-3.46788;-43.9134;1;0.776036811;0.666264462
0.5;0.0075;0.02;0;0;0.572783937;-19.9411;-45.078;1;0.353895726;0.640466333
0.569;0.04625;0.2;0;0;0.274427261;-8.79062;-35.8266;1;0.639636809;0.845402623
0.4;0.0185;0.02;0;0;1;-7.35819;-46.6225;1;0.676344117;0.60625269
0.52;0.0077;0.2;0;0;0.544702789;-19.1573;-42.2333;1;0.373981306;0.703481906
0.38;0.004;0.02;1;0;0.611041689;-15.4342;-39.3287;1;0.469389094;0.767824378
0.54;0.06175;0.36;0;0;0.131960784;-23.6019;-46.7526;2;0.260084432;0.603370725
0.435;0.0005;0.205;0;0;0.420227138;-19.5476;-42.1147;1;0.363979518;0.706109123
0.454;0.0005;0.133;0;0;0.727224327;-15.452;-47.6089;1;0.468932953;0.584402034
0.488;0.001;0.1;0;0;1;-8.65791;-36.3293;2;0.643037622;0.834266852
0.227;0;0.069;0;0;0.426281335;-10.3524;-37.7002;1;0.599614791;0.803898783
0.54;0.0785;0.002;0;0;0.363891957;-10.822087;-36.950249;3;0.587578639;0.820511639
