Nitrato;pH;Turbidez;CRL;Coliformes;Ecoli
0.71;6.99;0.66;1.07;0;0
2;7.61;12;;1;1
0;;;;;
1;;;;;
1.3;;;;;
1.2;;;;;
1.2;;;;;
0.81;;0.1;0.2;0;0
0.78;;0.29;0.01;0;0
1.05;6.59;0.34;1.56;0;0
0.9;;;;;
1.2;;;;;
2.4;;;;;
0.4;;;;;
0.4;;;;;
0.6;;;;;
0.3;;;;;
0.4;;;;;
0.06;;;;;
1.3;;;;;
1.2;;;;;
0.7;;;;;
1.1;;;;;
0.4;;;;;
1;;;;;
1.4;;;;;
0;;;;;
0.7;;;;;
1.6;;;;;
2.5;;;;;
0.5;;;;;
0.3;;;;;
1.3;;;;;
0.3;;;;;
1.5;;;;;
0.6;;;;;
1.1;;;;;
0.7;;;;;
0.5;;;;;
0.3;;;;;
0.9;;;;;
0.4;;;;;
1.3;;;;;
1.1;;;;;
1.3;;;;;
0.5;;;;;
1;;;;;
0.8;;;;;
1.3;;;;;
1.3;;;;;
1.4;;;;;
1.4;;;;;
0.7;;;;;
1.3;;;;;
1;;;;;
0.8;;;;;
0.1;;;;;
1.1;;;;;
0.5;;;;;
1.2;;;;;
0.1;;;;;
3.2;;;;;
0.8;;;;;
2.9;;;;;
3.1;;;;;
1;;;;;
0.4;;;;;
2.1;;;;;
1.2;;;;;
0.6;;;;;
0.7;;;;;
1.4;;;;;
3.3;;;;;
1.1;;;;;
4.8;;;;;
3.7;;;;;
0.9;;;;;
2.7;;;;;
0.9;;;;;
0.4;;;;;
2.8;;;;;
5.2;;;;;
2.2;;;;;
1;;;;;
1.7;;;;;
1.8;;;;;
1.2;;;;;
0.9;;;;;
3.87;;;;;
1.1;;;;;
0.9;;;;;
0.7;;;;;
1.12;;;;;
0.8;;;;;
2.2;;;;;
0.6;;;;;
1.7;;;;;
6;;;;;
0.9;;;;;
12;;;;;
0.04;;;;;
1.1;;;;;
1.3;;;;;
0.6;;;;;
1.3;;;;;
0.7;;;;;
0.5;;;;;
2.3;;;;;
0.9;;;;;
0.9;;;;;
0.8;;;;;
0.8;;;;;
0.8;;;;;
0.1;;;;;
0.7;;;;;
1.2;;;;;
7.4;;;;;
1.5;;;;;
0.7;;;;;
0.6;;;;;
1;;;;;
1.65;7.58;0.02;0.66;0;0
0.5;;;;;
2.2;;;;;
2.4;;;;;
0;;;;;
1.1;;;;;
0;;;;;
0.4;;;;;
0.1;;;;;
0.7;;;;;
0.5;;;;;
1.4;;;;;
1.3;;;;;
0.5;;;;;
1.6;;;;;
0.8;;;;;
0.8;;;;;
0;;;;;
0.0105;;;;;
1.8;;;;;
2.6;;;;;
1.1;;;;;
3.3;;;;;
1;;;;;
1.3;;;;;
0;;;;;
1.9;;;;;
0.5;;;;;
0.15;;;;;
1.1;;;;;
0.9;;;;;
0.5;;;;;
0.7;;;;;
7.2;;;;;
0.3;;;;;
2.3;;;;;
2.6;;;;;
3;;;;;
0;;;;;
0.3;;;;;
0.5;;;;;
2;;;;;
0.9;;;;;
1.7;;;;;
0.2;;;;;
0.7;;;;;
1;;;;;
1;;;;;
0.7;;;;;
0.1;;;;;
0.5;;;;;
0;;;;;
1.2;;;;;
0.7;;;;;
0.5;;;;;
1.9;;;;;
0;;;;;
0.1;;;;;
0.6;;;;;
0.2;;;;;
0.003;;;;;
2.8;;;;;
0.4;;;;;
1.2;;;;;
0.4;;;;;
0.5;;7.6;0.004;1;1
1.7;;;;;
0;;;;;
0;;;;;
2.4;;;;;
0.8;;;;;
1;;;;;
1.3;;;;;
0;8.05;41;0;1;0
0.3;;;;;
0.8;;;;;
0.7;;;;;
1.1;;;;;
2.7;;;;;
3.3;;;;;
1.7;;;;;
3.8;;;;;
0.5;;;;;
;;;;;
;;;;;
0;;;;;
0;;;;;
0;;;;;
0;;;;;
0;;;;;
1.4;;;;;
0;;;;;
1;;;;;
0.2;;;;;
1.5;;;;;
5.2;;;;;
0;;;;;
0;;;;;
0;;;;;
0.8;;;;;
1.4;;;;;
0.7;;;;;
1.7;;;;;
0.4;;;;;
0.4;;;;;
0.5;;;;;
1.4;;;;;
2.3;;;;;
1.6;;;;;
0.4;;;;;
0;;;;;
0;;;;;
0;;;;;
0;;;;;
0;;;;;
0;;;;;
0;;;;;
0.1;;;;;
0;;;;;
0;;;;;
0.1;;;;;
0.4;;;;;
0;;;;;
0.8;7.6;1.02;0.88;1;0
4.1;6.8;0.38;0.37;0;0
0.3;;;;;
0;;;;;
0;;;;;
0;;;;;
0.7;;;;;
0;;;;;
0;;;;;
3.9;;;;;
0;;;;;
0.8;;;;;
4.5;;;;;
1.1;;;;;
3.2;;;;;
6.7;;;;;
3.1;;;;;
3.5;;;;;
0.8;7.6;11.77;0.2;1;1
0;;;;;
0;;;;;
2.1;;;;;
0;;;;;
0.002;;;;;
0.8;;;;;
21;;;;;
3.7;;;;;
12.5;;;;;
9.1;;;;;
0.75;;;;;
0.65;;;;;
0.43;;;;;
0.26;;;;;
0.72;;;;;
0.51;;;;;
1.11;;;;;
0.47;;;;;
0.26;;;;;
0.52;;;;;
0.3;;;;;
0.33;;;;;
0.14;;;;;
0.49;;;;;
0.54;;;;;
0.37;;;;;
0.31;;;;;
0.23;;;;;
0.15;;;;;
0.11;;;;;
0.46;;;;;
0.33;;;;;
0.24;;;;;
0.36;;;;;
0.57;;;;;
0.22;;;;;
0.33;;;;;
0.35;;;;;
0.52;;;;;
0.2;;;;;
10.8;;;;;
0.34;;;;;
0.31;;;;;
0.21;;;;;
0.28;;;;;
0.8;;;;;
0.7;;;;;
1.21;;;;;
0.68;;;;;
0.16;;;;;
0.18;8;0.17;1.13;0;0
0.25;7.9;0.23;0.32;0;0
1.34;;;;;
0.98;;;;;
1.03;;;;;
1.96;;;;;
1.73;;;;;
1.15;;;;;
2.03;;;;;
0.63;;;;;
0.93;;;;;
0.87;;;;;
0.92;;;;;
1.03;;;;;
1.4;;;;;
2.41;;;;;
0.78;;;;;
0.94;;;;;
0.88;;;;;
1.41;;;;;
0.4;;;;;
0.7;;;;;
0.53;;;;;
0.27;;;;;
2.23;;;;;
1.13;;;;;
1.28;;;;;
1;;;;;
0.89;;;;;
0.39;;;;;
0.58;;;;;
0.84;;;;;
0.31;;;;;
0.24;;;;;
0.34;;;;;
0.58;;;;;
0.32;;;;;
0.17;;;;;
0.17;;;;;
0.56;;;;;
0.41;;;;;
0.24;;;;;
1.1;;;;;
9.16;;;;;
0.48;;;;;
0.29;;;;;
0.52;;;;;
0.42;;;;;
0.21;;;;;
0.48;;;;;
0.27;;;;;
0.46;;;;;
0.53;;;;;
0.32;;;;;
0.29;;;;;
0.19;;;;;
0.28;;;;;
2.16;;;;;
0.38;;;;;
0.24;;;;;
0.52;;;;;
0.42;;;;;
0.21;;;;;
0;;;;;
1.28;;;;;
0.96;;;;;
1;;;;;
0.45;;;;;
0.28;;;;;
0.73;;;;;
1.3;;;;;
0.53;;;;;
0.56;;;;;
0.26;;;;;
0.91;;;;;
0.2;;;;;
0.13;;;;;
0.2;;;;;
0.32;;;;;
0.42;;;;;
0.12;;;;;
0.4;;;;;
0.33;;;;;
0.29;;;;;
0.32;;;;;
0.27;;;;;
0.35;;;;;
0.45;;;;;
0.52;;;;;
0.55;;;;;
0.41;;;;;
0.28;;;;;
0.48;;;;;
0.49;;;;;
0.24;;;;;
0.15;;;;;
0.13;;;;;
0.14;;;;;
0.18;;;;;
0.79;;;;;
5.5;;;;;
0.36;;;;;
0.54;;;;;
0;;;;;
0.56;;;;;
0.29;;;;;
0.25;;;;;
0.22;;;;;
0.26;;;;;
0.41;;;;;
0.27;;;;;
1.8;;;;;
0.34;;;;;
29;;;;;
0.29;;;;;
0.21;;;;;
0.3;;;;;
0.84;;;;;
1.11;;;;;
1.43;;;;;
0.16;;;;;
0.32;;;;;
0.51;;;;;
0.31;6.29;0.37;1.14;1;0
0.28;;;;;
0.65;;;;;
1;;;;;
0.86;;;;;
0.94;;;;;
0.62;;;;;
0.67;;;;;
0.75;;;;;
0.8;;;;;
0.94;;;;;
1.21;;;;;
0.85;;;;;
0.43;;;;;
0.88;;;;;
1.14;;;;;
1.08;;;;;
0.86;;;;;
0.4;;;;;
1.71;;;;;
1.14;;;;;
0.68;;;;;
0.65;;;;;
1.35;;;;;
0.63;;;;;
1.6;;;;;
1.35;;;;;
0;;;;;
0.22;;;;;
0.19;;;;;
0.13;7.7;0.69;1.52;;0
0.38;;;;;
0.48;;;;;
0.39;;;;;
0.46;;;;;
0.25;;;;;
0.7;;;;;
0.35;;;;;
0.37;;;;;
0.54;;;;;
0.51;;;;;
0.46;;;;;
0.51;;;;;
0.27;6.41;0.43;1.5;0;0
0.14;;;;;
0.35;;;;;
0.12;;;;;
0.28;;;;;
0.45;;;;;
0.44;;;;;
0.36;;;;;
0.4;;;;;
0.38;;;;;
0.19;;;;;
0.17;;;;;
0;;;;;
0.25;;;;;
0.87;;;;;
1.17;;;;;
1.25;;;;;
1.39;;;;;
0.65;;;;;
0.88;;;;;
0.27;;;;;
0.38;;;;;
0.21;;;;;
0.76;;;;;
0.25;;;;;
0.42;;;;;
0.41;;;;;
0.3;;;;;
0.48;;;;;
3.38;;;;;
0.17;;;;;
0.48;;;;;
0.11;;;;;
0.48;;;;;
0.31;;;;;
0.43;;;;;
0.29;;;;;
0.21;;;;;
0.34;;;;;
0.29;;;;;
0.23;;;;;
0.38;;;;;
0.22;;;;;
0.2;;;;;
0.36;;;;;
0.3;;;;;
0.19;;;;;
0.5;;;;;
0.19;;;;;
0.29;;;;;
0.25;;;;;
0.26;;;;;
0.26;;;;;
0.24;;;;;
0.28;;;;;
0.31;;;;;
0.66;;;;;
0.27;;;;;
0.37;;;;;
0.24;;;;;
0.19;;;;;
0.28;;;;;
0.25;;;;;
0.32;;;;;
0.26;;;;;
0.3;;;;;
0.27;;;;;
0.22;;;;;
0.22;;;;;
0.34;;;;;
0.32;;;;;
0.18;;;;;
0.28;;;;;
0.36;;;;;
0.45;;;;;
0.26;;;;;
0.19;;;;;
0.24;;;;;
1.02;;;;;
1.05;;;;;
0.85;;;;;
0.57;;;;;
13.3;;;;;
4.1;;;;;
0.3;;;;;
0.4;;;;;
0.63;;;;;
0.18;;;;;
0.47;;;;;
0.26;;;;;
0.29;;;;;
0.25;;;;;
0.38;;;;;
0.36;;;;;
0.36;;;;;
0.48;;;;;
1.13;;;;;
0.62;;;;;
0.63;;;;;
1.03;;;;;
0.85;;;;;
0.67;;;;;
0.9;;;;;
1.08;;;;;
1.33;;;;;
0.82;;;;;
0.26;;;;;
0.8;;;;;
0.78;;;;;
0.81;;;;;
1.7;;;;;
1.52;;;;;
1.17;;;;;
0.62;;;;;
0.82;;;;;
0.56;;;;;
0.66;;;;;
1.39;;;;;
0;;;;;
0.32;;;;;
0.79;;;;;
0.19;;;;;
2.39;;;;;
1.62;;;;;
0.86;;;;;
0.86;;;;;
0.21;;;;;
0.6;;;;;
0.22;;;;;
0.21;;;;;
0.36;;;;;
0.18;;;;;
0.32;;;;;
0.37;;;;;
0.22;;;;;
0.12;;;;;
0.3;;;;;
0;;;;;
1.1;;;;;
0.36;;;;;
0.19;;;;;
0.25;;;;;
0.4;;;;;
0.8;;;;;
0.57;;;;;
17;;;;;
1.25;;;;;
0.9;;;;;
0.9;;;;;
0.32;;;;;
0.23;;;;;
0.41;;;;;
0.92;;;;;
0.42;;;;;
1.41;;;;;
1.14;;;;;
1.36;;;;;
0.94;;;;;
1.2;;;;;
0.9;;;;;
0.37;;;;;
0.15;;;;;
0.18;;;;;
0.38;;;;;
0.29;;;;;
0.23;;;;;
0.35;;;;;
0.3;;;;;
0.25;;;;;
1.3;;;;;
0.15;;;;;
0.11;;;;;
0;;;;;
0.99;;;;;
0.35;;;;;
0.42;;;;;
0.21;;;;;
1.41;;;;;
2.08;;;;;
0.49;;;;;
0.26;;;;;
0.26;;;;;
0.26;;;;;
0.37;;;;;
1.21;;;;;
0.15;;;;;
0.33;;;;;
0.25;;;;;
0.33;;;;;
0.31;;;;;
0.21;;;;;
0.27;;;;;
0.35;;;;;
0.38;;;;;
0.2;;;;;
0.33;;;;;
0.57;;;;;
0.27;;;;;
0.39;;;;;
0.53;;;;;
0.22;;;;;
1.7;;;;;
0.29;;;;;
0.26;;;;;
0.27;;;;;
0.32;;;;;
0.4;;;;;
1.2;;;;;
0;;;;;
0.22;;;;;
0.13;;;;;
0.21;;;;;
1.62;;;;;
0.56;;;;;
1.79;;;;;
0.41;;;;;
0;;;;;
0.26;;;;;
0.1;;;;;
0.23;;;;;
0.22;;;;;
0.27;;;;;
0.43;;;;;
1.33;;;;;
0.62;;;;;
0.64;;;;;
1.2;;;;;
0.84;;;;;
1.6;;;;;
0.22;;;;;
0.3;;;;;
0.39;;;;;
0.42;;;;;
0.38;;;;;
0.29;;;;;
0.45;;;;;
17.8;;;;;
0.56;;;;;
0.12;;;;;
0.8;;;;;
0.49;;;;;
0.52;;;;;
0.46;;;;;
0.25;;;;;
0.24;;;;;
0.37;;;;;
0.9;;;;;
0.89;;;;;
0.85;;;;;
0.3;;;;;
0.8;;;;;
0.97;;;;;
0.98;;;;;
0.38;;;;;
1.05;;;;;
1.41;;;;;
0.96;;;;;
1.4;;;;;
0.69;;;;;
0.87;;;;;
1.12;;;;;
0.91;;;;;
0.93;;;;;
0.38;;;;;
1.29;;;;;
1.24;;;;;
0.47;;;;;
0.36;;;;;
0.65;;;;;
1.32;;;;;
1.9;;;;;
0.64;;;;;
1.09;;;;;
0.53;;;;;
0.9;;;;;
2.01;;;;;
1.44;;;;;
0.66;;;;;
0.6;;;;;
0.53;;;;;
0.37;6.9;0.71;1.32;0;0
0.32;;;;;
0.26;;;;;
0.39;6.43;0.92;1.64;0;0
0.1;;;;;
0.47;;;;;
1;;;;;
0.12;;;;;
0.48;;;;;
0.46;;;;;
10.3;;;;;
0.24;;;;;
0.38;;;;;
0.41;;;;;
0.41;;;;;
0.25;;;;;
0.17;;;;;
0.27;;;;;
0.96;;;;;
1.29;;;;;
0.68;;;;;
0.99;;;;;
0.36;;;;;
0.38;;;;;
0.844;;;;;
1.24;;;;;
0.59;;;;;
0.78;;;;;
0.89;;;;;
0.95;;;;;
1.11;;;;;
0.73;;;;;
1.3;;;;;
5;;;;;
1.6;;;;;
0.2;;;;;
0.5;;;;;
0.5;6.9;0.52;0.72;0;0
0.45;7.2;0.36;2.23;0;0
1.7;6.57;0.85;1;0;0
0.35;6.6;0.71;1.07;0;0
0.48;7.86;0.34;1.39;0;0
0.23;6.72;0.34;0.78;0;0
0.65;6.02;3.1;;1;0
1.6;;;;;
0.57;7.41;30.4;;;
0.34;6.09;184;;1;1
;7.68;111;;1;1
0;;;;;
0.1;7.67;33.2;;;
;;27;;1;1
0.42;;;;;
0.51;7.54;108;;1;1
0.01;;0.34;;;
10;7.33;0.34;;;0
0.67;7.84;116;;1;1
0.53;7.12;8.78;;0;0
;7.44;4.99;;1;1
0;;;;;
0;7.32;0.94;;0;0
0;;;;;
0.23;7.05;96.7;;1;1
0.19;6.85;346;;1;1
0.18;8.92;7.9;;1;1
6.6;;;;;
0.46;7.35;1.9;;1;1
0;;;;;
0.71;7.3;374;;1;
0.19;6.88;8;;0;0
0.1;;;;;
1.7;;;;;
0.7;;;;;
0.9;;;;;
0.9;;;;;
0.6;;;;;
0.9;;;;;
0.5;;;;;
0.5;;;;;
1;;;;;
0.154;;;;;
1.579;;;;;
0.01;;;;;
0.098;;;;;
0.286;;;;;
0.819;;;;;
0.553;;;;;
0.649;;;;;
0.253;;;;;
0.296;;;;;
0.004;;;;;
0.098;;;;;
0.5;;;;;
0.527;;;;;
0.232;;;;;
0.371;;;;;
0.463;;;;;
0.191;;;;;
0.536;;;;;
0.098;;;;;
0.117;;;;;
0.098;;;;;
0.233;;;;;
0.203;;;;;
0.025;;;;;
0.282;;;;;
0.098;;;;;
0.096;;;;;
0.098;;;;;
0.4;;;;;
6.6;;;;;
5.6;;;;;
6.4;;;;;
6;;;;;
10.6;;;;;
0.7;;;;;
1.6;;;;;
5;;;;;
5.1;;;;;
4.8;;;;;
10;;;;;
10;;;;;
0.006;;;;;
9.2;;;;;
5.6;;;;;
12.5;;;;;
3.2;;;;;
6.2;;;;;
1.8;;;;;
0.8;;;;;
0.1;;;;;
1.5;;;;;
6.2;;;;;
3.5;;;;;
6.6;;;;;
6.5;;;;;
3.4;;;;;
0.57;;;;;
0.098;;;;;
0.015;;;;;
10;;;;;
6.7;;;;;
5.3;;;;;
6.6;;;;;
2.8;;;;;
4.7;;;;;
4.8;;;;;
7.7;;;;;
9.4;;;;;
4.9;;;;;
11.9;;;;;
5.1;;;;;
6.5;;;;;
1.2;;;;;
0.1;;;;;
0.1;;;;;
0.152;;;;;
8.6;;;;;
6;;;;;
7.5;;;;;
5.1;;;;;
1.1;;;;;
3.3;;;;;
2.9;;;;;
3;;;;;
0.8;;;;;
1.7;;;;;
7.6;;;;;
4.8;;;;;
5.8;;;;;
6.9;;;;;
7;;;;;
1.076;;;;;
6.3;;;;;
2.7;;;;;
7.1;;;;;
4.7;;;;;
4.8;;;;;
6.3;;;;;
3.4;;;;;
2.5;;;;;
2.3;;;;;
1.6;;;;;
0.435;;;;;
0.5;;;;;
2.8;;;;;
0;;;;;
3.5;;;;;
2.6;;;;;
7.2;;;;;
7.9;;;;;
6.7;;;;;
0.013;;;;;
0.021;;;;;
1;;;;;
0.119;;;;;
0.119;;;;;
0.1;;;;;
0.7;;;;;
0.8;;;;;
0.2;;;;;
0.1;;;;;
3.8;;;;;
8.2;;;;;
0.285;;;;;
7.9;;;;;
5.1;;;;;
5.7;;;;;
2.4;;;;;
7.6;;;;;
2;;;;;
3.6;;;;;
0.098;;;;;
0.127;;;;;
0.346;;;;;
5;;;;;
3.6;;;;;
0.004;;;;;
0.172;;;;;
0.124;;;;;
0.051;;;;;
5.5;;;;;
7;;;;;
4.8;;;;;
0.212;;;;;
0.13;;;;;
0.009;;;;;
0.482;;;;;
0.368;;;;;
0.062;;;;;
0.587;;;;;
0.381;;;;;
0.225;;;;;
0.1;;0.96;;1;1
1.7;;;;;
2.7;;;;;
8.3;;;;;
9.7;;;;;
14.2;;;;;
14.4;;;;;
6;;;;;
8.8;;;;;
8;;;;;
3.7;;;;;
9;;;;;
0.4;;;;;
0.077;;;;;
0.543;;;;;
0.305;;;;;
0.148;;;;;
0.013;;;;;
5.8;;;;;
7.8;;;;;
11.5;;;;;
11.2;;;;;
5.3;;;;;
5.5;;;;;
4.9;;;;;
5.9;;;;;
8.2;;;;;
4.2;;;;;
4.1;;;;;
5.2;;;;;
4.7;;;;;
1.3;;;;;
1.3;;;;;
0;;;;;
1.3;;;;;
0;;;;;
5;;;;;
0.9;;;;;
1.1;;;;;
1.5;;;;;
4.3;;;;;
7.7;;;;;
8;;;;;
6.4;;;;;
0;;;;;
0.1;;;;;
1.4;;;;;
0.9;;;;;
0.4;;;;;
1.5;;;;;
0;;;;;
1.2;;;;;
9.2;;;;;
5.7;;;;;
7.6;;;;;
9;;;;;
8.7;;;;;
9.1;;;;;
5.6;;;;;
5.2;;;;;
6;;;;;
13.4;;;;;
1.6;;;;;
1;;;;;
4;;;;;
6.7;;;;;
6.4;;;;;
3.9;;;;;
16.7;;;;;
0.098;;;;;
10.1;;;;;
5.8;;;;;
2.5;;;;;
18.1;;;;;
0.6;;;;;
0.98;;;;;
0;;;;;
1.6;;;;;
0.5;;;;;
8.6;;;;;
9;;;;;
11.3;;;;;
3.1;;;;;
0;;;;;
5.1;;;;;
2.9;;;;;
7.7;;;;;
0;;;;;
7.6;;;;;
10;;;;;
7.9;;;;;
4.3;;;;;
2.5;;;;;
5;;;;;
6.8;;;;;
4.2;;;;;
10;;;;;
10;;;;;
0;;;;;
10.8;;;;;
1;;;;;
3.9;;;;;
1.9;;;;;
0.9;;;;;
1.7;;;;;
1.7;;;;;
5.4;;;;;
11.9;;;;;
10;;;;;
5.8;;;;;
3.8;;;;;
5.1;;;;;
10.6;;;;;
8.3;;;;;
7.4;;;;;
3.8;;;;;
7.6;;;;;
1.1;;;;;
6.5;;;;;
5.8;;;;;
6.2;;;;;
10.7;;;;;
9.6;;;;;
2;;;;;
1.6;;;;;
5.2;;;;;
9.7;;;;;
0.148;;;;;
4;;;;;
9.4;;;;;
6.4;;;;;
10;;;;;
7.2;;;;;
6.2;;;;;
14.9;;;;;
20.1;;;;;
30.9;;;;;
28.9;;;;;
7.8;;;;;
4.3;;;;;
5.4;;;;;
1.2;;;;;
3.5;;;;;
5.4;;;;;
0;;;;;
8.7;;;;;
4;;;;;
0.8;;;;;
0.3;;;;;
2.1;;;;;
0.8;;;;;
5.4;;;;;
5.5;;;;;
1.5;;;;;
2.1;;;;;
0.424;;;;;
3.5;;;;;
5.1;;;;;
3.8;;;;;
9;;;;;
7.2;;;;;
11.1;;;;;
8;;;;;
3.6;;;;;
0.6;;;;;
1.2;;;;;
6;;;;;
9.5;;;;;
7.6;;;;;
0.2;;;;;
0.2;;;;;
0.9;;;;;
0.8;;;;;
0;;;;;
2.5;;;;;
3.3;;;;;
0.8;;;;;
0.7;;;;;
0.1;;;;;
0.8;;;;;
0.8;;;;;
0.9;;;;;
0.175;;;;;
0.2;;;;;
0;;;;;
0;;;;;
0.9;;;;;
2;;;;;
0;;;;;
0.6;;;;;
5.7;;;;;
0;;;;;
0;;;;;
0;;;;;
0;;;;;
0;;;;;
3.6;;;;;
0.8;;;;;
0.4;;;;;
2;;;;;
0.2;;;;;
0;;;;;
0;;;;;
5.3;;;;;
0;;;;;
0.7;;;;;
0.3;;;;;
0.9;;;;;
0;;;;;
1.1;;;;;
0.5;;;;;
0.8;;;;;
0;;;;;
1.1;;;;;
0.6;;;;;
1;;;;;
0;;;;;
0.9;;;;;
0;;;;;
0.5;;;;;
15.8;;;;;
1.9;;;;;
0.7;;;;;
0;;;;;
2.8;;;;;
9;;;;;
25.7;;;;;
5.3;;;;;
9.4;;;;;
2.6;;;;;
9.3;;;;;
0.7;;;;;
0.8;;;;;
1.1;;;;;
2.8;;;;;
0.4;;;;;
2.2;;;;;
0.1;;;;;
0.5;;;;;
0.9;;;;;
0.6;;;;;
0.8;;;;;
1;;;;;
0;;;;;
0;;;;;
1.5;;;;;
2.8;;;;;
0.7;;;;;
2.39;;;;;
1;;;;;
1.5;;;;;
0;;;;;
3.7;;;;;
1.7;7.4;0.38;0.13;0;0
0.3;;;;;
0.9;;;;;
0.2;;;;;
0.3;;;;;
0;;;;;
0.7;;;;;
4.5;;;;;
3.2;;;;;
1.8;;;;;
8.1;;;;;
0.6;;;;;
0.5;;;;;
5.3;;;;;
8.5;;;;;
0.2;;;;;
0.4;;;;;
3.7;;;;;
0.8;;;;;
0.2;;;;;
0.3;;;;;
0.6;;;;;
0.4;;;;;
0.1;;;;;
1.1;;;;;
0.8;;;;;
0.4;;;;;
3.5;;;;;
0.1;;;;;
0.5;;;;;
2.9;;;;;
4;;;;;
4.7;;;;;
0.4;;;;;
;;;;;
0.2;;;;;
0.3;;;;;
0.4;;;;;
1.9;;;;;
2.7;;;;;
1.9;;;;;
0.7;;;;;
6.6;;;;;
2.6;6.8;2.54;1;0;0
1;;;;;
1.2;6.23;0.16;0.54;0;0
1.6;;1.2;;1;0
2.5;;;;;
0.6;;;;;
0.7;;;;;
3.5;;;;;
5.1;;;;;
8.4;;;;;
8.8;;;;;
0.7;;;;;
0.3;;;;;
0.7;;;;;
0;;;;;
0.7;;;;;
0.04;;;;;
0;;;;;
0.9;;;;;
0;;;;;
2.3;;;;;
8.4;;;;;
1.8;;;;;
0.2;;;;;
0.3;;;;;
10;;;;;
0.5;;;;;
0.5;;;;;
0.6;;;;;
0.5;;;;;
0;;;;;
0;;;;;
8.1;;;;;
3.6;;;;;
6.1;;;;;
6;;;;;
7.1;;;;;
13.6;;;;;
0;;;;;
4;;;;;
0.4;;;;;
4.5;;;;;
9.3;;;;;
8.4;;;;;
9.7;;;;;
6.4;;;;;
7.8;;;;;
0.6;;;;;
1.5;;;;;
0.1;;;;;
0.6;;;;;
1.3;;;;;
10;;;;;
0.2;;;;;
1.5;;;;;
9.6;;;;;
2.8;;;;;
0.7;;;;;
0.8;;;;;
0.4;;;;;
0.8;;;;;
5.4;;;;;
6.7;;;;;
0.6;;;;;
0.6;;;;;
0.8;;;;;
0.8;;;;;
1.5;;;;;
1.2;;;;;
2.8;;;;;
0;;;;;
9.7;;;;;
0.5;;2.03;;1;0
0.7;;;;;
0.6;;;;;
1;;;;;
1.2;;;;;
1.6;;;;;
1.7;;;;;
13.5;;;;;
0.3;;;;;
9.2;;;;;
3.8;;;;;
4.1;;;;;
1.2;;;;;
2.2;;;;;
0.3;;;;;
7.9;;;;;
9.5;;;;;
10;;;;;
9.6;;;;;
0.4;;;;;
2.2;;;;;
0.3;;;;;
5.8;;;;;
0.9;;;;;
1.8;;;;;
0;;;;;
1;;;;;
0.6;;;;;
1.2;;;;;
1.8;;;;;
0.9;;;;;
2.6;;;;;
0.3;;;;;
0.3;;;;;
0.5;;;;;
0.9;;;;;
0;;;;;
0.5;;;;;
0.9;;;;;
1;;;;;
1.6;;;;;
0.2;;;;;
0;;;;;
0.7;;;;;
1.7;;;;;
1.2;;;;;
0.7;;;;;
0.8;;;;;
0.7;;2.85;;;
21.6;;;;;
1.9;;;;;
0.5;;;;;
0.1;;;;;
1.8;;;;;
1.5;;;;;
0.2;;;;;
0.6;;;;;
0.6;;;;;
1.6;;;;;
0;;;;;
0.6;;;;;
0.8;7.6;4.4;0.2;1;1
0.7;;;;;
0.9;;;;;
10.8;;;;;
9.3;;;;;
1.5;;4.65;;1;1
0.4;;;;;
0;;;;;
5.5;;9.66;;;
1;;14.38;;1;0
9.7;;;;;
0.6;7.13;0.09;1;1;0
10.7;;8.18;;;
;;;;;
1.6;;;;;
2.3;;;;;
8.2;;;;;
0;;;;;
;;;;;
0.1;;;;;
0.3;;;;;
2.4;7.58;3.23;;1;0
0.9;;;;;
0.6;;;;;
0;;;;;
0.5;;;;;
1.3;;;;;
0;;;;;
0.8;;;;;
3.9;6.82;3.14;0.08;1;1
1.4;7.12;4.13;0.01;1;1
0.2;;;;;
0.4;;;;;
0.6;;;;;
0.5;;0.57;;1;0
0.18;7.5;0.34;;0;0
100;5.96;0.51;;1;0
0.1;7.61;0.34;;0;0
0.01;7.59;0.34;;0;0
0.01;7.03;0.34;;0;0
0.1;8.03;0.34;;0;0
100;6.56;0.34;;1;0
0.5;8.09;0.42;;1;0
0.3;6.94;3.41;0.07;0;0
0.6;;;;;
0;;;;;
0;;;;;
0.4;;;;;
7.2;;;;;
0.5;;;;;
0;;;;;
0.7;;;;;
2.3;;;;;
2.4;;;;;
7.5;;;;;
7.9;;;;;
1.7;;;;;
9;;;;;
9.5;;;;;
0;;;;;
2.9;;;;;
2.4;;;;;
5.3;;;;;
0;;;;;
2.4;;;;;
1.6;;;;;
1;;;;;
0;;;;;
7.3;;;;;
0.3;;;;;
5;;;;;
0.2;;;;;
0.6;;;;;
2.4;;;;;
0;;;;;
0.2;;;;;
0;;;;;
0;;;;;
0;;;;;
1.1;;;;;
5.3;;;;;
4.4;;;;;
0;;;;;
0.2;;;;;
0;;;;;
5;;;;;
0;;;;;
7.4;;;;;
0;;;;;
0.7;5.1;0.9;0.28;0;0
0;;;;;
2;7.79;4.94;;0;0
1.2;6.83;3.85;0.01;0;0
0.4;;;;;
6.4;;;;;
0.5;;;;;
0.6;;;;;
0.4;;;;;
0.8;;;;;
0.7;;;;;
0;;;;;
0;;;;;
0.1;;;;;
0;;;;;
0;;;;;
0;;;;;
1.8;6.44;1.78;1.99;0;0
2.4;;;;;
3.3;;;;;
0.2;;;;;
;;;;;
0.2;;;;;
0.27;;;;;
8;;;;;
