Nitrato;pH;Turbidez;CRL;Coliformes;Ecoli
0.23;5.93;0.34;;0;0
;8.49;0.69;;0;0
;7.54;2.76;;1;1
0.015;6.85;0.34;;1;1
2.76;;2.09;;1;1
1.446;6.58;1.5;;1;0
3.45;6.87;14.3;;1;1
1.52;6.72;0.89;;1;1
;8.49;0.56;;0;0
;6.58;0.66;;1;0
6.2;;;;;
1.7;;;;;
1.63;;0.55;;0;0
7.8;;;;;
0.015;6.51;0.42;;1;0
;6.81;0.1;;0;0
0.74;;2.2;;0;0
0.5;7.26;0.1;;0;0
4.88;6.48;1.71;;0;0
0.5;;2.5;;1;0
1.13;7.76;0.25;;0;0
4.88;;0.3;;1;1
5.47;6.3;6.4;;1;1
4.24;6.16;0.45;;1;1
6.09;6.22;1.88;;1;1
9.76;;0.2;;1;0
11.7;5.72;0.36;;1;0
6.21;6.08;0.34;;1;0
6.43;5.06;5.5;;1;0
1.84;5.83;1.51;;0;0
1.7;;;;;
9.2;;;;;
0.23;6.9;0.34;;1;0
;6.58;0.36;;1;0
1.1;6.6;0.34;;0;0
0.11;6.69;0.34;;0;0
3.04;6.29;0.2;;1;0
0.015;6.23;0.34;;1;1
;7.1;26.5;;1;1
0.4;6.64;0.36;;0;0
1.82;7.23;104;;1;1
5.32;6.49;0.1;;1;0
2.4;;;;;
1.2;;;;;
2.1;;;;;
3.3;;;;;
0.29;6.1;34.1;;1;1
0.39;5.91;0.62;;0;0
0.29;5.69;0.83;;1;1
0.29;5.48;35;;1;1
0.38;6.46;1.12;;0;0
0.09;6.62;0.97;;1;1
0.52;5.72;4.77;;1;0
0.29;5.72;11.4;;1;1
0.28;6.5;10.79;;1;0
0.29;5.98;3;;1;0
0.23;;0.65;;0;0
0.6;;;;;
9.3;;;;;
6.28;6.12;0.79;;1;0
6.05;5.99;0.9;;0;0
5.98;6.3;0.5;;0;0
5.74;5.79;0.44;;1;0
0.4;6.78;2.92;;1;0
0.29;5.86;0.41;;1;1
0.6;6.45;0.77;;1;0
0.29;6.13;1.96;;1;1
0.29;5.56;1.46;;1;0
0.23;6.79;;;1;1
0.92;6.58;118;;1;0
0.46;6.6;70.8;;1;0
0.29;6.22;0.23;;0;0
0.11;6.88;0.55;;1;
1.21;7.68;1.03;;0;0
0.1;7.85;5.22;;1;
;7.38;0.41;;1;1
0.2;6.91;1.5;;1;
0.1;6.22;1.41;;1;1
0.681;6.81;1.36;;1;1
0.29;5.96;0.98;;1;1
0.73;6.83;0.95;;1;1
0.34;6.5;0.48;;1;1
0.33;6.62;0.34;;1;1
3.1;7.13;0.51;;1;
0.29;6.49;0.46;;0;0
0.29;7.08;24.6;;1;1
0.29;6.02;16.8;;1;1
0.53;6.18;22.5;;1;1
0.6;7.74;6.86;;1;0
0.29;;0.15;;1;0
0.229;6.01;1.51;;0;0
0.29;5.5;1.71;;1;0
0.229;5.64;1.88;;1;0
0.17;5.79;12.2;;1;0
2;5.38;8.85;;1;1
0.29;;2.19;;0;0
0.229;5.63;5.23;;0;0
6.7;;;;;
4.05;5.35;0.82;;1;0
;7;0.38;;1;
0.29;5.97;0.81;;0;0
0.29;6.1;0.09;;0;0
0.45;5.84;12;;0;0
0.29;6.9;1.15;;1;0
0.29;6.62;4.45;;0;0
0.29;;0.09;;1;1
0.29;;1.66;;1;0
0.229;5.41;1.04;;1;1
0.229;7.62;0.98;;1;1
0.59;5.65;7.93;;1;1
0.009;7.05;7.29;;1;1
0.29;6.2;1.36;;0;0
56.2;;;;;
7.24;6.61;0.12;;0;0
0.29;;0.09;;1;1
0.37;;0.37;;0;0
0.12;5.78;10.3;;1;0
0.29;6.13;0.1;;0;0
0.18;5.94;29.2;;0;0
0.52;5.07;4.12;;1;0
0.009;6.26;5.92;;1;1
0.29;6.29;14.1;;0;0
0.29;6.45;0.1;;1;0
0.29;;0.16;;1;1
0.13;6.65;2.06;;1;0
0.16;7.02;1.43;;1;0
0.0009;;2.28;;1;1
0.17;5.61;6.82;;1;0
0.18;6.12;1.21;;0;0
0.483;;16;;0;0
0.29;5.66;0.56;;0;0
0.12;6.15;1.61;;1;1
0.29;;0.9;;1;0
0.29;;1.18;;0;0
0.92;5.55;6.91;;0;0
0.29;6.19;0.1;;0;0
0.29;;0.86;;1;1
91.8;;;;;
0.52;5.15;11.9;;0;0
0.29;6.07;0.68;;1;0
9.9;;;;;
1.94;6.87;0.99;;1;1
2.88;7.03;0.1;;1;0
1.12;6.52;1.34;;1;1
1.15;6.48;4.97;;1;0
0.98;6.21;1.89;;0;0
0.485;;2.3;;0;0
0.229;6.4;1.68;;0;0
0.43;6.48;366;;1;0
;;;;;
3.7;;;;;
3.83;6.42;2.36;;0;0
0.29;7.01;2.94;;1;0
0.29;6.93;28.1;;0;0
0.15;6.62;7.23;;1;0
0.09;6.05;21.7;;0;0
3.6;;;;;
0.09;6.22;13;;1;1
1.05;;0.3;;0;0
2.37;;0.9;;0;0
0.23;6.63;6.89;;0;0
0.15;6.5;6.05;;1;0
0.34;6.86;6.76;;1;0
0.42;6.66;1.19;;1;1
0.99;7.26;3.79;;0;0
1.69;7.41;8.15;;1;1
4.5;7.18;0.65;;1;1
1.73;6.63;0.34;;1;
0.23;8.13;392;;1;1
3;6.19;0.54;;0;0
2.42;6.57;0.83;;1;0
6.5;;;;;
2.6;4.1;0.18;;1;0
8.2;4.06;0.46;;0;0
0.12;7.92;11.3;;1;1
0.1;6.77;5.01;;1;1
0.001;6.58;1.29;;;
10.6;6.7;0.85;;;
;7.05;0.36;;1;1
;6.01;0.34;;0;0
0;;;;;
;6.86;0.34;;1;0
;6.98;0.64;;1;0
;5.88;3.1;;0;0
;6.23;0.34;;1;0
5.7;;;;;
7.9;;;;;
7.1;;;;;
0.3;;;;;
4.1;;;;;
2.3;;;;;
4.3;;;;;
0.9;;;;;
3.2;;;;;
9.8;;;;;
0.4;;;;;
1.3;;;;;
2.6;;;;;
15.6;;;;;
8.1;;;;;
7.3;;;;;
4.1;;;;;
6.2;;;;;
9.3;;0.1;;1;0
26.5;;;;;
3.1;;0.72;;1;1
3.2;;1.67;;0;0
24.3;;;;;
30.4;;;;;
1.4;;;;;
1.8;;;;;
19.6;;;;;
2.4;;;;;
3.92;6.53;0.1;;0;0
1.59;6.32;2.22;;0;0
0.5;6.42;0.51;;0;0
0.69;6.28;3.94;;0;0
0.97;6.23;0.54;;1;
0.96;7.09;0.1;;1;1
0.39;6.28;4.25;;1;1
0.37;6.75;0.34;;1;1
1.14;6.83;0.7;;1;0
10.7;6.91;0.34;;0;0
2.2;7.36;0.34;;1;0
3.09;6.79;0.34;;1;1
3.95;7.02;0.79;;1;0
0.23;6.18;0.34;;1;0
11.6;5.65;0.34;;0;0
22.64;6.27;0.34;;0;0
0.23;8.07;1.29;;1;0
1.5;6.62;1.17;;0;0
1.24;6.73;0.48;;1;0
0.88;7.02;1.12;;0;0
1.27;6.6;0.34;;1;1
2.14;;0.37;;1;0
3.35;6.83;0.1;;1;0
3.3;6.94;3.43;;1;0
1.7;6.92;0.15;;1;1
1.41;6.81;0.34;;1;0
1.29;;0.1;;1;1
0.88;6.63;2.2;;1;1
6.95;6.37;0.34;;1;1
4.56;6.54;0.12;;0;0
1.96;6.49;0.2;;1;0
1.08;;0.3;;1;0
;6.65;0.1;;1;1
1.69;;0.7;;1;0
1.7;6.37;2.32;;1;1
1.8;6.88;0.49;;1;1
4.6;6.19;0.37;;1;1
0.11;7.14;1.2;;1;0
0.01;7.8;2.54;;1;0
0.1;6.5;5.02;;1;1
6.7;;;;;
0.54;6.64;1.69;;0;0
;6.78;0.99;;1;0
1.24;6.81;5.1;;1;0
0.5;;1.2;;0;0
0.01;6.6;0.4;;0;0
1.47;6.84;2.2;;1;
0.3;6.31;2.54;;0;0
1.03;6.09;1.14;;;
0.5;6.33;0.57;;0;0
1.1;6.69;0.35;;0;0
1.41;6.53;0.26;;1;0
2.1;6.76;0.36;;1;1
0.5;7.32;2.2;;1;1
24.4;6.44;0.42;;1;1
0.35;6.5;0.43;;0;0
4.44;6.94;0.57;;1;
0.9;6.56;0.66;;1;1
9.55;6.55;1.24;;1;0
6.4;6.28;0.52;;1;0
9.72;6.63;2.49;;1;0
7.16;6.7;2.41;;1;1
5.54;6.3;1.02;;1;1
1.547;6.14;0.3;;0;0
1.04;6.3;0.34;;1;1
1.56;6.53;0.3;;0;0
0.23;6.63;0.34;;0;0
19.72;6.89;0.34;;1;0
0.5;6.32;2.09;;1;0
97.73;6.94;0.34;;1;0
0.77;7;0.76;;1;1
8.96;;0.2;;0;0
8.45;5.82;0.34;;1;0
11.5;6.62;0.1;;0;0
6.1;6.63;0.34;;0;0
9.4;7.3;0.34;;1;0
3.79;6.48;0.42;;1;1
0.23;6.46;0.34;;1;1
10.6;6.31;2.36;;1;1
4.16;6.65;0.34;;0;0
0.5;;0.3;;1;0
0.23;6.12;6.3;;1;0
0.5;;0.3;;1;0
14.8;6.44;1.18;;1;0
3;7.28;0.76;;1;1
0.345;7.26;1.3;;1;0
0.5;7.18;2.31;;1;1
0.11;6.93;2.04;;0;0
2.79;6.35;0.34;;1;0
4.36;6.8;0.34;;1;1
4.41;6.53;0.1;;1;1
0.5;6.56;8.62;;1;1
0.5;7.43;2.1;;1;1
0.52;8.01;3.5;;1;
0.1;7.03;4.2;;1;
0.88;7.11;1.1;;1;
1.16;;0.9;;1;1
0.5;6.34;3.18;;1;1
0.6;;1.05;;1;0
0.23;8.24;5.51;;1;1
0.93;7.55;4.92;;1;0
3.96;7.02;0.34;1.4;0;0
13.2;6.62;0.1;;1;0
12.96;6.7;0.8;;1;0
2.22;6.67;0.58;;1;0
5.38;;0.3;;1;0
0.5;6.33;0.1;;1;0
4.1;6.23;0.94;;1;0
0.63;7;1.8;;1;0
0.01;7.58;6.49;;1;1
1.18;;0.9;;1;1
2.23;6.33;5.84;;1;1
0.96;;2.1;;0;0
0.14;6.52;2.99;;1;
;;;;;
6.27;6.02;2.49;;1;1
15.54;6.23;0.56;;1;1
3.13;;0.12;;1;0
4.77;6.58;13.59;;1;0
6.23;;3.7;;0;0
0.34;6.43;18;;1;0
0.443;6.72;51.6;;1;0
0.63;6.3;0.1;;0;0
0.34;6.08;3.91;;1;0
0.23;8.04;0.64;;;0
0.5;7.41;1;;1;1
0.5;7.71;0.8;;1;1
0.5;8.29;2.5;;1;1
0.5;7.8;1.8;;1;
0.5;7.83;1.2;;1;1
0.1;7.26;2.72;;1;1
0.5;8.45;0.96;;0;0
0.01;6.25;0.34;;0;0
0.01;6.65;0.24;;1;0
1.1;;;;;
0.1;;0.2;;;
0.01;6.25;0.65;;1;1
;6.25;0.65;;;
17.8;6.2;0.49;;1;1
0.23;6.46;1.05;;1;1
16.96;6.54;0.75;;1;0
0.01;6.04;0.49;;1;1
0.23;6.58;0.34;;1;0
0.48;5.15;1.8;;0;0
0.5;7.01;0.95;;1;0
;;1.68;;1;1
0.34;6.98;2.41;;1;0
0.2;6.64;147;;1;1
0.99;7.01;0.65;;0;0
0.36;7.34;0.34;;1;0
1.81;7.7;0.38;;1;1
11.9;5.71;0.34;;0;0
16.12;6.51;0.34;;1;0
19.8;7.38;0.34;;1;0
6.5;6.62;0.34;;1;0
1.635;6.39;0.4;;1;0
2.18;6.41;0.37;;1;0
0.52;7.53;8.9;;1;0
0.581;7.42;9;;1;0
0.36;7.16;0.34;;0;0
0.27;7.22;2;;1;0
0.1;7.16;4.75;;1;1
5.19;6.9;0.43;;0;0
4.36;7.2;366;;1;1
0.33;7.91;0.8;;1;0
0.5;7.09;1.6;;1;1
0.5;6.58;0.1;;1;0
0.23;6.56;2.52;;1;0
2.3;6.52;0.65;;1;0
3.1;7.11;0.36;1;0;0
8.82;6.57;2.27;;1;0
3.9;6.52;4.99;;1;0
4.6;;;;;
3.3;;;;;
0.24;6.54;48;;1;0
1.05;6.7;1.07;;1;1
3.683;6.37;2.8;;1;0
12.5;7.15;0.34;;1;0
3;;;;;
4.9;;;;;
0.5;;;;;
0.29;5.7;0.2;;1;1
;5.88;0.66;;0;0
0.4;7;16.57;;1;1
;7.24;12.7;;1;1
0.48;6.77;2.41;;1;1
0.31;6.2;2.26;;1;0
;5.85;0.91;;0;0
6;;;;;
;;;;;
2.64;;0.34;;1;0
5.04;5.83;0.72;;1;0
5.1;5.78;0.79;;1;0
3.08;5.71;0.57;;1;0
4.5;5.81;3.3;;1;0
8.3;5.84;5.98;;1;0
12.4;;;;;
0.2;;;;;
9.1;;;;;
0.18;6.39;0.9;;1;0
3.73;6.85;63.7;;1;1
2.45;6.6;0.84;;1;1
2.89;6.76;0.49;;1;1
1;6.8;0.97;;1;0
0.91;9.38;6.21;;0;0
1.46;7.46;0.96;;1;0
;;0.2;;0;0
;6.33;1.01;;0;0
9.09;6.29;0.34;;0;0
9.4;;;;;
0.66;6;143;;1;1
7;;;;;
;5.93;5.47;;1;1
5.86;6.04;1.62;;1;1
4.5;6.12;0.69;;1;1
2.3;6.03;0.34;;1;1
2.11;7.06;0.46;;1;1
4.3;5.25;2.85;;1;1
4.29;5.54;14.4;;1;1
6.46;6.37;0.34;;1;1
4;;;;;
8.1;8.28;0.1;;1;0
12.43;6.4;0.72;;1;0
6.4;5.8;0.34;;1;0
6.513;5.04;3.1;;0;0
5.02;6.7;0.55;;0;0
1.32;5.37;1.9;;;0
1.7;;;;;
;6.11;3.42;;1;0
0.67;6.9;1.2;;0;0
0.5;;;;;
0.7;;;;;
0.2;;;;;
2.53;6.25;0.3;;1;1
0.22;6.3;2.5;;1;1
;6.69;0.22;;1;1
0.38;;0.7;;1;1
3.3;;;;;
0.2;6.49;0.4;;1;0
1.16;;0.34;;1;0
0.23;6.46;0.34;;0;0
1.4;5.85;0.34;;1;0
0.11;5.81;0.34;;0;0
1.3;;;;;
2.21;5.23;0.37;;0;0
48;;;;;
3.16;6;0.34;;0;0
0.85;5.91;0.79;;0;0
0.49;6.56;3.38;;1;0
1.16;6.44;1.16;;1;1
0.23;7.84;0.34;;1;1
0.65;7.46;0.34;;1;1
0.1;8.03;0.34;;1;1
0.29;5.5;0.85;;1;1
;6.79;0.9;;1;0
4.1;5.47;0.68;;0;0
0.29;6.14;18.3;;1;1
0.23;5.91;0.2;;1;0
0.01;5.46;38.4;;0;0
12;;;;;
0.4;;;;;
0.4;5.03;11.1;;1;0
10.1;;;;;
0.52;5.83;1.77;;1;
0.29;5.99;0.79;;1;0
0.29;5.41;0.76;;1;0
11.5;;;;;
0.29;6.71;0.59;;0;0
0.29;5.7;3.47;;1;1
0.29;5.88;2.1;;1;0
0.23;6.56;32.8;;1;0
0.92;6.58;118;;1;
3.07;5.56;1.28;;1;0
0.32;;0.56;;1;1
0.98;6.71;1.31;;1;1
1;5.9;0.34;;1;1
0.11;6.54;0.59;;1;0
0.46;6.65;0.6;;1;0
0.491;7.15;0.34;;1;0
0.29;5.61;21.4;;1;0
49;;;;;
0.32;7.12;1.31;;0;0
0.5;7.06;15.19;;1;0
8.73;7.2;83.4;;1;1
0.1;5.76;9.1;;0;0
0.09;6.54;5.67;;0;0
0.009;6.28;0.5;;0;0
0.29;5.75;0.09;;0;0
0.29;5.53;1.42;;0;0
0.11;5.88;5.14;;1;1
0.52;7.22;14.6;;0;0
0.29;5.62;1.09;;1;0
13.6;;0.09;;1;0
0.29;;0.1;;0;0
0.29;;1.82;;0;0
0.53;6.34;6.69;;1;0
0.29;;0.24;;1;1
0.29;6.63;1.24;;0;0
0.29;6.08;0.38;;0;0
0.29;;0.09;;0;0
0.229;5.93;2.25;;0;0
0.09;5.6;0.73;;0;0
0.14;4.89;0.33;;0;0
0.29;;1.19;;1;0
0.7;7.76;1.2;;1;1
0.29;;0.09;;1;0
0.15;7;2.88;;1;1
6.1;6.77;0.34;;0;0
0.299;6.66;1.78;;0;0
3.6;;;;;
0.009;6.3;1.12;;0;0
0.29;;0.09;;1;1
0.29;6.08;0.09;;0;0
0.29;6.65;0.09;;1;1
3.3;5.95;1.51;;;
0.23;6.49;16.51;;1;1
0.009;6.18;20.5;;1;0
0.29;;10.5;;1;0
0.009;7.32;17;;1;1
0.09;6.96;18.3;;1;1
0.29;6.38;0.1;;1;0
10;;;;;
0.229;7.71;4.63;;1;1
0.29;;0.09;;1;1
0.29;6.82;0.1;;0;0
0.38;;9.9;;0;0
0.229;5.99;10.15;;1;1
1.84;5.21;0.88;;1;1
0.29;6.23;0.24;;0;0
0.29;;1.87;;0;0
0.29;;1.52;;1;1
0.09;6.68;3.31;;1;1
10;;;;;
0.55;6.56;12.4;;1;0
0.8;7.07;20.7;;1;0
0.09;;3.2;;0;0
30.3;5.71;1.83;;1;1
0.44;;1;;0;0
0.45;;0.3;;0;0
1.02;6.44;2.32;;1;1
0.09;7.55;0.59;;1;1
0.49;;2;;0;0
0.95;;1.3;;0;0
1.7;6.27;1.57;;1;0
8.65;6.62;17.6;;1;0
12.72;6.71;0.339;;1;1
0.91;;;;;
0.7;6.49;2.04;;;
0.78;6.53;3.03;;0;0
1.51;6.45;2.28;;0;0
0.64;6.64;0.91;;;
4.6;;;;;
3.86;;8;;0;0
4.49;;4.2;;0;0
5.26;6.3;1.3;;0;0
0.17;6.19;39.4;;1;0
0.29;7.25;7.22;;1;1
3.2;5.92;0.42;;;
0.145;5.72;22.3;;1;1
0.19;5.81;12;;1;1
1.84;6.6;8.27;;1;1
1.1;;;;;
0.31;;0.7;;0;0
0.41;6.64;1.48;;1;0
0.29;7.92;0.1;;0;0
0.09;5.67;27;;0;0
1.63;6.71;1.41;;0;0
0.53;6.83;0.34;;1;0
0.75;6.81;0.34;;0;0
4.2;6.39;0.58;;1;1
0.19;7.22;4.1;;1;0
0.1;7;1.3;;1;1
0.23;7.66;3.97;;1;1
7.2;;;;;
2.3;;;;;
2.8;;;;;
0.32;6.53;0.34;;1;1
1;6.43;0.34;;0;0
1;6.43;0.34;;1;0
0.96;6.12;0.55;;1;1
0.14;7.33;9.09;;1;1
;6.49;11.8;;0;0
;6.83;1.35;;1;0
;6.89;0.34;;0;0
;6.75;0.34;;1;0
;6.07;0.34;;1;1
0.6;;;;;
4.9;;;;;
8.4;;;;;
1;;;;;
13.3;;;;;
12.3;;;;;
8.9;;;;;
8.9;;;;;
4.9;;;;;
0;;;;;
1;;;;;
1.8;;;;;
0.4;;;;;
6.4;;;;;
3.4;;;;;
1.4;;;;;
1.8;;;;;
0.3;;;;;
2.9;;;;;
11.9;;;;;
22.5;;;;;
16.1;;;;;
9.9;;0.11;;1;
;;;;;
5.1;;0.13;;1;0
10;;0.11;;1;1
0.68;6.18;0.6;;0;0
2.6;;;;;
25.9;;;;;
2.5;;;;;
0.84;6.24;0.34;;1;1
8.62;6.41;0.9;;1;1
0.01;6.52;3.64;;0;0
15.8;6.46;1.69;;0;0
0.86;7.45;0.1;;1;0
3.68;6.43;0.7;;1;1
3.8;6.64;0.46;;1;1
9.32;6.24;0.34;;0;0
5.22;6.37;0.34;;0;0
0.27;6.98;4.39;;1;1
0.5;7.46;2.1;;1;1
0.37;6.72;8.82;;1;1
0.29;7.36;8.17;;1;1
0.2;7.94;0.81;;1;0
1.5;;;;;
9.68;6.88;0.1;;1;1
7.37;;0.38;;0;0
0.27;7.22;2.99;;1;0
0.59;7.09;1.23;;1;1
1.1;8.2;0.73;;1;0
0.92;6.34;0.7;;1;0
2.2;6.93;0.49;;1;0
5.88;6.65;0.78;;1;0
2.81;6.29;0.4;;1;0
3.51;7.01;0.45;;0;0
5.1;6.42;0.34;;0;0
1.08;6.4;0.34;;1;0
23.59;6.33;0.34;;1;0
3.6;6.1;0.47;;1;1
0.43;7.36;8.4;;1;0
0.244;6.84;1.4;;1;1
1.6;;;;;
0.23;6.8;2.55;;0;0
0.31;6.75;88.1;;0;0
;6.01;212;;0;0
1.45;7.66;0.34;;1;
0.66;6.78;2;;1;0
0.5;7.41;2.46;;1;1
0.5;6.46;0.1;;1;0
0.29;6.65;0.35;;0;0
0.46;5.81;0.2;;0;0
0.24;6.1;3.72;;0;0
0.53;6.66;0.1;;0;0
0.41;6.39;1;;1;1
0.23;7.18;1.2;;1;1
1.15;6.56;5.93;;1;1
0.76;6.73;3.87;;1;0
15.1;;1.1;;1;0
15.4;6.2;0.89;;1;0
4.21;6.67;0.64;;1;0
0.92;6.31;0.37;;1;1
2.02;6.18;4.7;;1;0
0.5;;0.8;;1;0
2.3;6.44;1.37;;1;1
1.52;;0.2;;0;0
2.72;;0.4;;0;0
0.66;;0.41;;0;0
4.18;6.54;0.38;;1;1
3;6.13;0.36;;1;1
2.7;6.1;0.34;;1;1
0.789;6.4;0.4;;1;0
0.01;6.3;2.5;;0;0
0.1;6.3;10.9;;1;1
0.1;6.3;2.1;;1;1
0.5;;2.4;;1;1
7.65;6.43;0.8;;1;1
0.01;6.04;0.34;;1;1
8.2;6.93;0.2;;0;0
5.6;5.78;1.47;;1;0
5.9;6.58;0.14;;1;0
4.94;6.75;0.58;;0;0
4.2;7.61;0.1;;0;0
0.5;7.41;0.75;;1;0
18.67;6.48;2.09;;1;0
0.24;;0.2;;1;0
0.23;7.58;0.34;;1;1
0.23;7.78;0.59;;0;0
0.39;6.75;27.4;;1;1
1.7;6.44;0.52;;1;0
0.18;7.26;1.1;;1;0
0.5;;1.1;;1;0
0.23;7.05;2.22;;1;0
0.96;7.04;1.17;;1;1
0.23;7.21;3.07;;1;1
0.55;7.06;1.36;;0;0
0.01;7.05;3.06;;1;0
0.36;;8.1;;1;1
0.5;7.5;3.2;;1;1
0.471;6.85;1.3;;1;0
1.9;6.67;1.49;;1;0
0.1;7.3;0.4;;1;1
2.5;;;;;
0.88;7.11;1.1;;1;0
0.1;6.12;8.5;;1;0
2.4;;;;;
1.2;;;;;
13.38;6.44;0.2;;1;0
5;6.63;0.71;;1;1
3.05;6.4;0.2;;1;0
2.63;6.43;0.1;;1;1
9.34;6.32;0.23;;1;1
5.27;;1.3;;1;0
5.51;6.1;0.2;;1;0
1.64;6.6;0.34;;1;0
8.6;6.23;0.34;;0;0
2.19;6.4;0.12;;0;0
0.5;;1;;1;
1.95;6.7;0.24;;1;1
0.78;;1.93;;0;0
0.5;;;;;
12.7;6.69;0.69;;0;0
2.67;;1.5;;0;0
1.35;6.04;0.339;;1;0
3.94;6.35;14.96;;1;1
0.29;;1.56;;1;0
3.85;;3;;0;0
0.767;6.04;0.3;;0;0
1.01;6.19;3.29;;1;0
0.5;6.63;2.04;;0;0
14.09;8.15;0.73;;1;1
0.23;7.73;9.97;;1;1
0.1;7.63;0.99;;1;
0.5;;1.2;;0;0
0.23;6.65;0.34;;1;0
3.73;6.75;0.55;;1;0
2.5;;;;;
16.52;6.15;1.17;;1;1
0.5;7.31;0.12;;1;1
1.27;7.1;3.66;;1;0
0.5;6.77;17.3;;1;1
3.5;7.89;0.34;;0;0
3.3;7.8;0.34;;0;0
12.267;6.31;0.2;;1;0
5.74;6.43;0.1;;1;0
12.68;;0.5;;1;
5.06;6.23;2.01;;0;0
0.98;6.23;0.17;;1;0
5.97;8.25;0.91;;1;1
7.76;6.97;0.1;;1;1
9.25;6.79;0.1;;1;1
0.28;7.12;10.68;;1;1
0.79;7.08;0.66;;;
1.19;7.28;2.09;;0;0
0.32;7.69;1.77;;0;0
0.86;7.65;0.8;;1;1
0.39;7.55;9.1;;1;0
0.23;7.97;7.17;;1;1
0.23;7.36;4.95;;1;1
0.18;7.8;1.39;;1;
3;6.46;2.38;;1;0
0.37;6.56;1.16;;1;
0.5;8.37;6.6;;1;1
0.79;7.84;0.34;;1;1
0.26;6.69;2.08;;1;1
0.5;6.64;0.51;;1;0
1.6;;;;;
3.601;;6.9;;0;0
0.8;7.4;0.24;1.32;1;0
0.3;;;;;
0.1;;;;;
2.3;;;;;
4.8;;;;;
2.1;;;;;
10.2;;;;;
2.4;;;;;
0.4;7;0.54;;0;0
0.75;6.47;9.13;;1;1
1.5;6.48;3.85;;1;0
0.74;6.55;1.47;;1;1
6.28;6.34;0.8;;1;0
0.23;6.1;0.34;;0;0
;7;5.7;;1;1
2.79;;1.6;;1;0
0.79;;0.45;;1;1
5.46;6.64;0.49;;1;1
3.7;6.67;0.34;;1;1
5.1;6.53;0.98;;1;1
3.8;6.61;1.23;;1;1
;6.86;0.89;;0;0
0.23;5.95;0.97;;0;0
;6.67;0.57;;1;1
;7.96;2.98;;0;0
6.6;;;;;
;6.84;2.85;;0;0
1.3;4.51;3.38;;1;1
3.87;5.4;0.5;;1;0
4.92;;0.1;;1;0
5.1;5.77;1.53;;1;0
0.9;;;;;
0.23;6.6;0.39;;1;0
;7.95;0.74;;1;0
0.23;5.7;0.73;;;0
0.66;6.21;0.2;;1;0
8.56;7.02;0.4;;0;0
0.32;;16;;1;1
2.6;;;;;
4.55;;5.7;;1;1
3.61;5.83;2.2;;1;1
5.1;6.37;0.34;;1;0
6;6.45;0.34;;1;0
4.4;6.44;0.1;;1;1
0.23;6.06;0.34;;0;0
12.3;5.8;0.34;;0;0
5.1;5.82;0.34;;1;0
1.7;;;;;
0.41;6.32;0.9;;0;0
0.38;6.33;0.71;;1;0
0.522;7.04;0.5;;1;1
0.23;6.36;8.61;;1;1
1.2;;;;;
2.6;;;;;
1.7;;;;;
0.28;6.71;0.3;;1;0
0.73;9.4;0.64;;0;0
;7.3;0.34;;1;0
1.6;5.91;0.34;;0;0
6.72;6.62;0.1;;1;0
11.6;;1;;1;1
4;;;;;
15.8;5.42;2.84;;1;0
0.29;6.02;2.93;;1;0
0.29;5.84;2.06;;1;0
20.1;;;;;
0.29;5.8;0.5;;1;1
0.29;5.88;4.07;;1;0
0.31;6.31;0.66;;1;1
0.5;6.41;0.1;;1;0
0.95;6.3;1.02;;1;0
0.56;6.28;1.14;;1;1
0.1;7.73;0.35;;1;1
5.09;7.68;1.24;;1;1
6.86;6.31;0.45;;1;0
4.76;5.49;0.4;;1;0
0.23;5.48;1077;;0;0
0.1;5.54;2.43;;1;
0.35;6.07;0.97;;1;
0.32;6.18;3.18;;1;0
5.1;;;;;
0.29;5.98;20.8;;1;0
0.37;6.75;3.14;;1;1
0.38;6.68;63.2;;1;0
0.29;5.83;0.37;;1;0
;7.33;0.4;;1;1
0.1;6.22;1.41;;1;
0.3;6.55;2.51;;1;0
0.587;6.26;1.95;;1;1
0.37;6.9;0.34;;1;0
6.5;;;;;
0.29;5.74;1.25;;0;0
0.17;4.86;10.7;;0;0
0.43;5.62;0.09;;0;0
0.009;6.62;17.4;;1;0
0.29;5.4;1.77;;0;0
0.009;6.28;5.66;;1;1
9.25;5.21;0.09;;0;0
0.29;6.4;0.09;;0;0
0.29;5.7;1.69;;0;0
0.29;;1.97;;0;0
0.29;6.48;0.57;;0;0
0.29;5.55;0.63;;;0
0.29;6.03;0.7;;1;0
0.63;;0.86;;1;0
0.29;;0.09;;1;0
0.229;5.71;2.79;;1;0
0.29;5.9;0.9;;0;0
0.7;6.07;0.2;;1;0
46.1;;;;;
0.29;6.27;2.75;;1;0
0.29;;0.82;;1;1
0.09;6.44;2.43;;1;0
0.229;6.36;8.36;;1;1
0.11;5.94;8.69;;1;0
0.28;6.03;7.77;;1;0
0.229;6.24;20;;1;0
0.18;5.94;10.4;;1;1
0.09;6.96;13.9;;1;1
0.29;;0.09;;0;0
0.29;;0.7;;1;1
0.524;;5;;0;0
0.29;;0.16;;1;1
0.13;5.66;3.29;;1;0
7.5;6;0.09;;0;0
3.93;5.58;0.53;;1;0
0.229;7.73;4.5;;0;0
0.29;;0.1;;0;0
0.29;;2.78;;1;1
4.37;7.39;0.1;;0;0
0.229;6.13;0.52;;1;0
0.09;5.97;3.3;;1;1
0.229;6.34;112;;1;0
0.09;6.11;25.4;;1;0
0.29;;0.87;;1;0
0.29;6.25;0.73;;0;0
0.09;6.68;0.75;;0;0
