pH;Turbidez;CRL;Coliformes;Ecoli;Precipitação;Norte;Nordeste;Centro-Oeste;Sudeste;Sul;Latitude;Longitude;Manancial
7;1.6;1.68;0;0;0.81267592;0;1;0;0;0;-5.09194;-42.8034;1
7.4;0.08;1.5;0;0;0.035797716;0;1;0;0;0;-4.25245;-43.0108;3
6;1;2;0;0;0.047059784;0;1;0;0;0;-5.0231;-45.001;3
7.4;0.93;2;0;0;0;0;1;0;0;0;-6.36281;-39.2892;2
6.9;0.32;1.62;0;0;0.747724979;0;0;0;0;1;-31.7649;-52.3371;2
3.09;0.11;1;0;0;0.351321063;1;0;0;0;0;-2.63741;-56.729;3
7.4;4;0.91;0;0;0.071968636;0;0;1;0;0;-9.84977;-57.8139;1
7.1;0.04;0.6;0;0;0.474399398;0;1;0;0;0;-5.18889;-48.1336;3
7.6;0.32;2;0;0;0;0;1;0;0;0;-6.36281;-39.2892;2
7.1;0.04;0.7;0;0;0.316857555;0;1;0;0;0;-5.18889;-48.1336;3
7.1;0.02;0.25;0;0;0.561245323;0;0;0;0;1;-31.7649;-52.3371;2
6.8;0.08;0.6;0;0;0.529922375;0;1;0;0;0;-4.25245;-43.0108;3
7.9;0.04;2;0;0;0.703525063;0;1;0;0;0;-4.15002;-42.9477;3
6.7;4.3;0.9;;;0.2376856;0;0;1;0;0;-16.2067;-55.9623;1
6.38;0.71;1.2;0;0;0.908634736;0;0;0;1;0;-22.4705;-44.4509;1
6.8;0.56;1.34;0;0;0.459914843;0;0;0;0;1;-31.7649;-52.3371;2
6.6;0.02;1.42;0;0;0.895952397;0;0;0;0;1;-31.7649;-52.3371;2
6.4;0.24;1.17;0;0;0;0;0;0;0;1;-31.7649;-52.3371;2
8.2;0.4;2;0;0;0.703525063;0;1;0;0;0;-4.15002;-42.9477;3
6.9;0.25;0.46;0;0;0.514337494;0;0;0;1;0;-20.2985;-49.7359;3
7.04;0.09;0.8;0;0;0;0;0;0;1;0;-22.4705;-44.4509;1
6.9;0.08;2;0;0;0.08114082;0;1;0;0;0;-4.25245;-43.0108;3
5.9;0.01;1.5;0;0;0.575647614;0;1;0;0;0;-4.15002;-42.9477;3
7.4;0.05;2;0;0;0.826879733;0;1;0;0;0;-4.15002;-42.9477;3
7.92;2.49;0.66;0;0;0.910818587;0;1;0;0;0;-10.7171;-43.6302;1
6.8;0.2;0.5;0;0;0.53178717;1;0;0;0;0;-7.15803;-48.7165;3
7.63;1.2;5.5;0;0;0.037046409;0;1;0;0;0;-8.72618;-35.7942;2
6.8;0.1;1.5;0;0;0.18492045;0;1;0;0;0;-7.35819;-46.6225;1
5.91;1.83;0.5;0;0;1;0;0;1;0;0;-16.0809;-53.559;2
7.2;0.84;0.42;;;0;0;1;0;0;0;-5.27516;-38.2694;1
5.75;0.3;0.83;1;0;0.212578401;0;1;0;0;0;-2.85379;-44.0357;3
7.3;0.46;1.24;1;0;0.561245323;0;0;0;0;1;-31.7649;-52.3371;2
7.15;0.1;0.25;0;0;0.492766154;0;0;0;1;0;-22.0174;-47.886;1
6.9;0.97;1.6;0;0;0.567060368;0;1;0;0;0;-4.25245;-43.0108;3
8;8;1.5;0;0;0.73515107;0;0;0;1;0;-19.7472;-47.9381;1
0;1.9;;0;0;0.466471034;0;0;0;1;0;-22.5036;-45.2792;1
6.9;0.02;2;0;0;0.575647614;0;1;0;0;0;-4.15002;-42.9477;3
7.1;0.36;1.8;0;0;0.895952397;0;0;0;0;1;-31.7649;-52.3371;2
7;1;1;0;0;0.010995023;0;1;0;0;0;-4.334;-45.581;3
7;0.3;2.5;0;0;0.18226423;0;0;0;1;0;-21.7708;-47.0852;2
7;0.36;0;0;0;0.008922115;0;1;0;0;0;-5.0231;-45.001;3
6.6;0.53;1.26;1;1;0.747724979;0;0;0;0;1;-31.7649;-52.3371;2
7.6;0.3;2;0;0;0.723734469;0;1;0;0;0;-4.25245;-43.0108;3
9.99;0.4;0.03;1;0;0.074100339;0;1;0;0;0;-12.1335;-38.4208;3
8.4;0.06;1;0;0;0.105200425;0;1;0;0;0;-4.25245;-43.0108;3
6.9;0;0.6;0;0;0.612789216;0;0;1;0;0;-9.84977;-57.8139;1
6.5;0;2.13;0;0;0.558433766;0;0;0;0;1;-27.0233;-50.92;1
6;5;1.64;0;0;0.033478227;0;1;0;0;0;-6.51645;-42.1146;3
6.2;0.02;1.5;0;0;0.575647614;0;1;0;0;0;-4.15002;-42.9477;3
6.6;0.16;1.36;0;0;0.013449001;0;0;0;0;1;-31.7649;-52.3371;2
6.1;0.09;1.92;0;0;0.459914843;0;0;0;0;1;-31.7649;-52.3371;2
6.7;0.99;2;1;0;0.567060368;0;1;0;0;0;-4.25245;-43.0108;3
7;0;4.5;0;0;0.937081315;0;0;1;0;0;-9.84977;-57.8139;1
7.6;0.27;0.1;0;0;0.497872585;0;1;0;0;0;-7.35819;-46.6225;3
7.4;1;0.8;0;0;0.90546207;0;0;0;1;0;-22.5539;-45.7803;2
7.01;4.87;1.7;1;0;0.008252254;0;0;1;0;0;-16.0809;-53.559;2
7.3;0.1;0.76;0;0;0.567060368;0;1;0;0;0;-4.25245;-43.0108;3
4.7;0.91;1;0;0;0.351321063;1;0;0;0;0;-2.63741;-56.729;3
8.21;0;0.4;0;0;0.037046409;0;1;0;0;0;-8.72618;-35.7942;2
7;0.1;0.74;0;0;0.254140894;0;0;0;0;1;-26.4561;-53.4955;1
6;3;1;0;0;0.030451821;0;1;0;0;0;-5.0231;-45.001;3
8.2;0.08;2;0;0;0.826879733;0;1;0;0;0;-4.15002;-42.9477;3
4.47;0;1.5;0;0;0.027922659;1;0;0;0;0;-0.983373;-62.9311;3
7;0.05;0.5;0;0;0.316857555;0;1;0;0;0;-5.18889;-48.1336;3
5.1;0.11;1.75;0;0;0.11221778;0;0;1;0;0;-13.7388;-46.8734;1
7;3.6;0;0;0;0;0;1;0;0;0;-5.14252;-45.7877;3
6.8;0.2;0.5;1;1;0.70950216;1;0;0;0;0;-7.15803;-48.7165;3
7.4;0.5;1.3;0;0;0.350733518;0;1;0;0;0;-5.09194;-42.8034;1
7.8;5.3;0.3;0;0;1;0;0;0;0;1;-26.9317;-53.0021;1
5.75;0.2;0.01;1;0;0.212578401;0;1;0;0;0;-2.85379;-44.0357;3
7.1;0.23;1.19;0;0;0.895952397;0;0;0;0;1;-31.7649;-52.3371;2
7.4;0.29;0.41;0;0;0.164829899;0;0;0;1;0;-21.9091;-49.8986;3
8;0;2.22;0;0;1;0;0;0;1;0;-19.7472;-47.9381;1
6;2.1;0.12;0;0;0;0;1;0;0;0;-1.77614;-46.3002;3
7.9;0.79;0.79;0;0;0.554605888;0;0;0;1;0;-21.354;-51.8562;3
7;0.82;1.5;0;0;0.908346365;0;1;0;0;0;-6.34149;-47.3962;3
6.8;0.4;1;0;0;0.659785505;0;1;0;0;0;-7.11724;-34.9753;1
7.8;0.08;2;0;0;0.035797716;0;1;0;0;0;-4.25245;-43.0108;3
8.2;0.08;1.5;0;0;0.08114082;0;1;0;0;0;-4.25245;-43.0108;3
7.9;0.08;2;0;0;0.703525063;0;1;0;0;0;-4.15002;-42.9477;3
8.4;0.14;1.23;0;0;0.041528826;0;0;0;1;0;-20.4438;-48.0129;3
7.4;0.05;1.5;0;0;0.105200425;0;1;0;0;0;-4.25245;-43.0108;3
7.4;0.41;0.5;0;0;0.715164312;0;1;0;0;0;-5.09194;-42.8034;1
8.97;;;0;0;0;0;0;0;1;0;-18.9141;-48.2749;3
7.2;0.4;;0;0;0.67810158;0;0;1;0;0;-17.774;-48.7725;1
7;8.4;0.1;0;0;1;0;1;0;0;0;-2.94644;-45.6589;3
4.67;0.3;0.73;0;0;0.027220303;1;0;0;0;0;-2.63741;-56.729;3
7;0.4;1;0;0;0.529922375;0;1;0;0;0;-4.25245;-43.0108;3
6.5;0.03;1.5;0;0;0.575647614;0;1;0;0;0;-4.15002;-42.9477;3
7;0.97;5;0;0;0.428785275;0;1;0;0;0;-2.58799;-45.3595;3
6.2;0.02;1.31;0;0;0.459914843;0;0;0;0;1;-31.7649;-52.3371;2
5.92;0.3;0.88;1;0;0.212578401;0;1;0;0;0;-2.85379;-44.0357;3
7.1;0.38;1;0;0;0.069542014;0;0;0;1;0;-22.5539;-45.7803;2
6.4;0.02;0.85;0;0;0.013449001;0;0;0;0;1;-31.7649;-52.3371;2
6.8;0.06;2.5;0;0;0.723734469;0;1;0;0;0;-4.25245;-43.0108;3
5.17;0.8;;0;0;0;1;0;0;0;0;-11.4343;-61.4562;1
6.8;1.2;1.09;0;0;0.896423322;0;1;0;0;0;-6.69209;-34.9381;1
4.57;1.02;1.2;0;0;0;1;0;0;0;0;-2.63741;-56.729;3
8.3;0.5;0.5;0;0;0.020869602;0;1;0;0;0;-4.77025;-41.817;3
5.66;3.84;0.5;0;0;0.017123749;0;1;0;0;0;-2.85379;-44.0357;3
6.9;0.02;1.37;0;0;0.747724979;0;0;0;0;1;-31.7649;-52.3371;2
7.1;0.47;0.88;0;0;0;0;0;0;0;1;-31.7649;-52.3371;2
7.18;32.9;0.5;0;0;1;0;1;0;0;0;-10.823;-42.7245;1
4.2;2.94;2.5;0;0;0.887080584;0;1;0;0;0;-3.48624;-42.4981;1
5.83;0.1;2;0;0;0.212578401;0;1;0;0;0;-2.85379;-44.0357;3
6.4;0.43;1.2;0;0;0;0;0;0;1;0;-23.2544;-47.2927;1
7;2.1;0;0;0;0.023570357;0;1;0;0;0;-2.58799;-45.3595;3
6.8;0.6;0.5;0;0;0.751722391;1;0;0;0;0;-7.15803;-48.7165;3
7.4;0.09;1;0;0;0.08114082;0;1;0;0;0;-4.25245;-43.0108;3
7.4;0.4;1;0;0;0.456171735;0;0;0;1;0;-18.8545;-41.9555;3
7.4;0.05;1;0;0;0.105200425;0;1;0;0;0;-4.25245;-43.0108;3
7.7;2.91;0.95;0;0;0.354215026;0;0;0;0;1;-27.0241;-48.6503;1
7;1.2;0.43;0;0;0;0;1;0;0;0;-1.77614;-46.3002;3
6.56;0.27;1.8;0;0;0.256202234;0;1;0;0;0;-8.8046;-35.6212;2
6.5;0.31;0.74;0;0;0.336992722;0;0;0;0;1;-27.0861;-48.616;1
6.4;0.05;2;0;0;0.529922375;0;1;0;0;0;-4.25245;-43.0108;3
8;0.08;1;0;0;0.08114082;0;1;0;0;0;-4.25245;-43.0108;3
7.1;0.04;0.3;0;0;0.105200425;0;1;0;0;0;-4.25245;-43.0108;3
7.75;27.6;0.6;0;0;1;0;0;0;1;0;-19.7472;-47.9381;1
6.8;0.08;1.67;0;0;0.011707205;0;0;1;0;0;-9.84977;-57.8139;1
0;0.24;3.04;0;0;0.054525751;0;1;0;0;0;-12.8205;-42.7324;1
7;0.1;0.83;0;0;0.474399398;0;1;0;0;0;-5.18889;-48.1336;3
6.8;1.3;;0;0;0.063900287;1;0;0;0;0;-7.15803;-48.7165;3
7.94;0.6;1.6;0;0;0.216983785;0;0;0;0;1;-27.1659;-53.7166;1
7.2;0.05;2;0;0;0.837441756;0;1;0;0;0;-4.25245;-43.0108;3
7.3;1;0.4;0;0;0.567060368;0;1;0;0;0;-4.25245;-43.0108;3
7.4;0.09;1;0;0;0.001352326;0;1;0;0;0;-4.15002;-42.9477;3
6.7;0;0.12;0;0;0.31735419;0;1;0;0;0;-4.77025;-41.817;3
6.6;0.05;2;0;0;0.837441756;0;1;0;0;0;-4.25245;-43.0108;3
7;0;1;0;0;0.624623545;0;0;0;1;0;-22.2713;-46.9481;1
6.4;0.03;2;0;0;0.575647614;0;1;0;0;0;-4.15002;-42.9477;3
6;1.36;0.36;0;0;0.099284038;0;1;0;0;0;-4.334;-45.581;3
6.6;1.59;1.35;0;0;0.013449001;0;0;0;0;1;-31.7649;-52.3371;2
7.6;0;1.1;0;0;0.643308746;0;0;0;0;1;-26.8794;-52.8568;1
7.8;0.03;1.5;0;0;1;0;1;0;0;0;-4.15002;-42.9477;3
7;0.43;1.5;0;0;0.158746929;0;0;0;1;0;-23.2544;-47.2927;1
6.2;0.04;1.5;0;0;0;0;1;0;0;0;-4.25245;-43.0108;3
7.12;0.59;0.2;0;0;1;0;0;0;1;0;-21.6088;-45.5691;1
5.42;0.35;1.8;0;0;0.026200209;0;0;1;0;0;-12.695;-56.5178;3
7.38;0.1;1.92;0;0;0.00654697;0;0;0;1;0;-21.2214;-43.7703;2
7;2.89;1;0;0;0.22371792;0;1;0;0;0;-4.334;-45.581;3
7.13;3.5;5;0;0;0.090902046;0;0;0;1;0;-18.461;-41.809;1
8;0.6;0.5;0;0;0;0;1;0;0;0;-2.97272;-45.3493;3
7.4;0.28;1.2;0;0;0.81267592;0;1;0;0;0;-5.09194;-42.8034;1
7.04;4.38;0.6;0;0;0.536601368;0;0;0;0;1;-27.1659;-53.7166;1
8.1;0.05;2;0;0;0.105200425;0;1;0;0;0;-4.25245;-43.0108;3
6.8;0.1;0.1;1;1;0.553897925;0;0;0;1;0;-22.0388;-48.3342;3
8;0.06;1;0;0;0.121641724;0;1;0;0;0;-4.15002;-42.9477;3
9;0.08;0.2;0;0;1;0;1;0;0;0;-3.45214;-44.7665;1
7;0.04;1.27;0;0;0.123414632;0;1;0;0;0;-5.18889;-48.1336;3
7.2;3.6;1.11;0;0;0.071838647;1;0;0;0;0;-5.13272;-49.3358;1
4.7;0.31;0.5;0;0;0.027220303;1;0;0;0;0;-2.63741;-56.729;3
6.25;0.1;0.79;0;0;0.074604794;0;0;0;1;0;-19.6284;-44.6604;2
7.2;1.98;0.5;0;0;0.965988301;0;0;0;1;0;-22.1692;-43.5856;3
5.9;2;3;0;0;0.567060368;0;1;0;0;0;-4.25245;-43.0108;3
7.5;0;0.45;;;0.602155481;0;0;1;0;0;-10.8135;-55.461;1
6.2;0.49;0.52;0;0;0.459914843;0;0;0;0;1;-31.7649;-52.3371;2
6.34;0.08;0.1;0;0;0;0;1;0;0;0;-7.66373;-35.1002;3
7.4;1.26;1.62;1;1;0.014336589;0;1;0;0;0;-6.51645;-42.1146;3
8.2;0.62;1;0;0;0.157106642;0;0;0;1;0;-21.6025;-48.364;3
5.81;0.1;0.93;0;0;0.037392318;0;1;0;0;0;-2.85379;-44.0357;3
6.8;1.97;1.5;0;0;0.231114865;0;0;0;1;0;-20.9908;-51.2774;3
6.9;0.48;0.22;;;0.493432733;0;0;1;0;0;-14.3568;-56.9696;3
6.3;0;1;0;0;0.108788529;0;1;0;0;0;-4.77025;-41.817;3
7.7;0.08;2.5;0;0;0.723734469;0;1;0;0;0;-4.25245;-43.0108;3
7.7;0.58;0.98;0;0;0.906069507;0;0;0;0;1;-31.7649;-52.3371;2
7.7;0.5;1.83;1;0;1;0;0;0;1;0;-19.7472;-47.9381;1
5.7;0.12;1.5;0;0;0.567060368;0;1;0;0;0;-4.25245;-43.0108;3
6.7;0.04;0.2;0;0;0.541292978;0;0;0;1;0;-20.9908;-51.2774;3
6.9;0.06;1.23;0;0;0.474399398;0;1;0;0;0;-5.18889;-48.1336;3
6.4;0.08;2;0;0;0.08114082;0;1;0;0;0;-4.25245;-43.0108;3
7;2;1;0;0;0.145725279;0;1;0;0;0;-4.609;-45.049;3
6.4;0.09;2.5;0;0;0.826879733;0;1;0;0;0;-4.15002;-42.9477;3
6.9;0.02;0.8;0;0;0.895952397;0;0;0;0;1;-31.7649;-52.3371;2
8.2;0.26;0.73;0;0;1;0;0;0;0;1;-27.0241;-48.6503;1
7.2;0.06;0.4;0;0;0.474399398;0;1;0;0;0;-5.18889;-48.1336;3
7.6;0.66;2;0;0;0;0;1;0;0;0;-6.36281;-39.2892;2
7.24;1.39;0.1;0;0;0;0;0;0;1;0;-22.5539;-45.7803;2
8;2;0;0;0;0.46692754;0;1;0;0;0;-2.12899;-45.8777;3
5.46;1;0.1;0;0;0.212578401;0;1;0;0;0;-2.85379;-44.0357;3
7.4;0.32;2;0;0;0;0;1;0;0;0;-6.36281;-39.2892;2
6.3;0.28;0.25;1;1;0.427455262;0;1;0;0;0;-12.8205;-42.7324;1
7.6;30.8;1;0;0;0;0;1;0;0;0;-6.36281;-39.2892;2
6.46;12.3;0.78;0;0;0.379196279;0;1;0;0;0;-12.8205;-42.7324;3
7.6;1.58;1.5;0;0;0;0;1;0;0;0;-6.36281;-39.2892;2
6.5;1.11;1.5;0;0;0.254140894;0;0;0;0;1;-26.4561;-53.4955;1
7.8;0;0.4;0;0;0.023887026;0;0;0;1;0;-19.7472;-47.9381;1
5.82;0.1;3.29;0;0;0.212578401;0;1;0;0;0;-2.85379;-44.0357;3
6.7;24.94;1.5;0;0;0.142857143;0;0;0;0;1;-28.8314;-49.2352;2
7.6;7.21;0.2;0;0;0;0;1;0;0;0;-6.36281;-39.2892;2
7.79;0.09;0.94;0;0;0.415469621;0;1;0;0;0;-13.4215;-42.1352;1
6.9;0.03;2;0;0;0.703525063;0;1;0;0;0;-4.15002;-42.9477;3
5.47;1.9;;0;0;0.011999632;1;0;0;0;0;-11.4343;-61.4562;1
7.1;0.14;0.41;0;0;0.857194228;0;0;0;1;0;-22.2713;-46.9481;1
7.94;0.9;0.56;0;0;1;0;0;0;0;1;-27.1659;-53.7166;1
8.4;1;1;0;0;0.157106642;0;0;0;1;0;-21.6025;-48.364;3
6.5;0.39;0.6;0;0;0.796755187;0;0;0;1;0;-23.2544;-47.2927;1
7.2;0.67;0.72;0;0;0.906069507;0;0;0;0;1;-31.7649;-52.3371;2
6.3;1.15;2.32;0;0;0.692502202;0;1;0;0;0;-12.8205;-42.7324;3
6.9;0;0.4;0;0;0.474399398;0;1;0;0;0;-5.18889;-48.1336;3
7.3;0;0.5;0;1;0.31735419;0;1;0;0;0;-4.77025;-41.817;3
7.01;6.29;0.4;1;0;0.002353784;0;0;1;0;0;-13.0287;-55.255496;3
6.7;0.03;1.5;0;0;0.837441756;0;1;0;0;0;-4.25245;-43.0108;3
7;0.04;0.2;0;0;0.474399398;0;1;0;0;0;-5.18889;-48.1336;3
6.4;1.33;0.4;0;0;0.567060368;0;1;0;0;0;-4.25245;-43.0108;3
7;7.2;0.66;0;0;0.095742925;0;1;0;0;0;-5.14252;-45.7877;3
7.6;0.5;1.12;0;0;0.350733518;0;1;0;0;0;-5.09194;-42.8034;1
8.4;1;5.2;0;0;0.298917167;0;0;0;0;1;-26.9317;-53.0021;1
7;1.24;0.2;0;0;0.226365199;0;0;1;0;0;-9.84977;-57.8139;1
7.6;;;0;0;0;0;0;0;1;0;-20.7923;-42.2673;1
7.54;0.02;0;1;1;0.572403225;0;1;0;0;0;-10.823;-42.7245;1
6.12;0.9;1.27;0;0;0.093085214;0;1;0;0;0;-4.01987;-38.18885;2
6.9;0.29;0;0;0;1;0;0;0;0;1;-27.0241;-48.6503;1
7;1;2;0;0;0.424578868;0;1;0;0;0;-4.334;-45.581;3
9;1.02;0.97;0;0;0.517829435;0;1;0;0;0;-2.71;-44.7329;3
7.4;0.41;1.2;0;0;0.81267592;0;1;0;0;0;-5.09194;-42.8034;1
4.66;1;0;0;0;0;1;0;0;0;0;-2.63741;-56.729;3
7.4;0.07;0.3;0;0;0.08114082;0;1;0;0;0;-4.25245;-43.0108;3
6.3;0.1;0.5;0;0;0.456171735;0;0;0;1;0;-18.8545;-41.9555;3
8.06;0.45;0.5;0;0;0.615249868;0;0;0;1;0;-22.5539;-45.7803;2
6.8;0.5;0.5;0;0;0.554249496;1;0;0;0;0;-7.15803;-48.7165;3
7.1;0.21;1.7;0;0;0.851293453;0;0;0;1;0;-23.2544;-47.2927;1
6.5;2.18;2;0;0;0.060619652;0;1;0;0;0;-2.4254;-44.0973;3
7.55;0.4;1.5;0;0;0.432522281;0;1;0;0;0;-8.37691;-35.4501;1
6.65;0.26;4.5;0;0;0.427455262;0;1;0;0;0;-12.8205;-42.7324;1
6.8;0.03;0.7;0;0;0.316857555;0;1;0;0;0;-5.18889;-48.1336;3
6.9;0.07;1.5;0;0;1;0;1;0;0;0;-4.15002;-42.9477;3
6.3;0.91;1;0;0;0.554735498;1;0;0;0;0;-2.99609;-65.1133;3
6.8;1.2;0.5;0;0;0;1;0;0;0;0;-7.15803;-48.7165;3
6.5;0.4;0.63;0;0;0.336992722;0;0;0;0;1;-27.0861;-48.616;1
5.9;0.08;0.92;0;0;0.567060368;0;1;0;0;0;-4.25245;-43.0108;3
7.5;1.03;1.5;0;0;0;0;0;0;0;1;-31.7649;-52.3371;2
6.16;0;0.48;;;0.031817096;0;0;1;0;0;-13.0588;-55.9042;3
8.4;0.1;1.04;0;0;0.064694117;0;0;0;0;1;-26.9317;-53.0021;1
6;2;1;0;0;0.258339082;0;1;0;0;0;-2.04918;-45.9587;3
7.6;1.25;2;0;0;0;0;1;0;0;0;-6.36281;-39.2892;2
6.6;1.02;0.99;0;0;0.747724979;0;0;0;0;1;-31.7649;-52.3371;2
7.4;0;0.5;0;1;0.144287887;1;0;0;0;0;-2.99609;-65.1133;3
7.6;0.05;2.5;0;0;0.703525063;0;1;0;0;0;-4.15002;-42.9477;3
7.4;0.33;1.5;0;0;0.801358808;0;1;0;0;0;-6.36281;-39.2892;2
7.2;0;0.6;0;0;0.730105076;0;1;0;0;0;-7.35819;-46.6225;3
6.9;0.05;0.3;0;0;0.123414632;0;1;0;0;0;-5.18889;-48.1336;3
7.8;0.08;1;0;0;0.035797716;0;1;0;0;0;-4.25245;-43.0108;3
8.2;0.08;2;0;0;1;0;1;0;0;0;-4.15002;-42.9477;3
7.4;0.05;0.5;0;0;0.826879733;0;1;0;0;0;-4.15002;-42.9477;3
6.8;1;1.1;0;0;0.003271402;0;0;0;1;0;-21.1774;-43.0127;1
6.8;1.36;1.15;0;0;0;0;1;0;0;0;-4.1337;-41.7859;1
8.1;0.6;0.76;0;0;1;0;0;0;0;1;-27.1659;-53.7166;1
8.3;0.04;2.5;0;0;0.703525063;0;1;0;0;0;-4.15002;-42.9477;3
7.2;0.18;0.5;0;0;0.10143656;0;0;0;1;0;-21.7041;-46.8208;1
6.5;0.15;;0;0;0.156465636;0;1;0;0;0;-2.4254;-44.0973;3
6.84;0.04;1.8;0;0;0.057640145;0;0;0;0;1;-28.8314;-49.2352;2
6.8;2.91;1;0;0;1;0;0;0;1;0;-20.9908;-51.2774;3
6.8;0.02;2.5;0;0;0.575647614;0;1;0;0;0;-4.15002;-42.9477;3
7.4;0.93;0.53;0;0;0.497872585;0;1;0;0;0;-7.35819;-46.6225;3
5.82;0.02;2.39;0;0;1;0;0;1;0;0;-15.3235;-57.2204;3
6.8;0.48;0.28;0;0;0.336992722;0;0;0;0;1;-27.0861;-48.616;1
7.6;0;0.92;0;0;0.022352538;0;0;0;1;0;-22.5347;-42.9895;1
5.8;2.86;0.4;0;0;0.212578401;0;1;0;0;0;-2.85379;-44.0357;3
7.4;0.02;0.67;0;0;0.013449001;0;0;0;0;1;-31.7649;-52.3371;2
7.98;1.1;1.02;0;0;0.216983785;0;0;0;0;1;-27.1659;-53.7166;1
7.6;0.62;1.5;0;0;0.801358808;0;1;0;0;0;-6.36281;-39.2892;2
6.9;0.04;0.3;0;0;0.121641724;0;1;0;0;0;-4.15002;-42.9477;3
6.1;1.13;1.37;0;0;0.459914843;0;0;0;0;1;-31.7649;-52.3371;2
7;1.58;0.4;1;0;0.226365199;0;0;1;0;0;-9.84977;-57.8139;1
7;0.12;1.59;0;0;0.028954312;0;1;0;0;0;-1.77614;-46.3002;3
6.15;4.93;;0;0;0.409384247;0;0;1;0;0;-14.7292;-49.7006;1
7.3;0.05;2;0;0;0.826879733;0;1;0;0;0;-4.15002;-42.9477;3
6.88;3.5;3;0;0;0;0;0;0;1;0;-18.461;-41.809;1
6.6;0.56;0.6;0;0;0.796755187;0;0;0;1;0;-23.2544;-47.2927;1
6.8;0.5;0.3;0;0;0.041228513;0;0;0;1;0;-22.5728;-44.969;1
8;1.3;0.5;0;0;0.913747804;0;1;0;0;0;-2.97272;-45.3493;3
7.76;0.44;3;0;0;0.023887026;0;0;0;1;0;-19.7472;-47.9381;1
7.4;0.05;0.7;0;0;0.316857555;0;1;0;0;0;-5.18889;-48.1336;3
8.3;0.03;1.5;0;0;1;0;1;0;0;0;-4.15002;-42.9477;3
6.4;0.02;0.19;0;0;0.733350031;0;0;0;0;1;-31.7649;-52.3371;2
6.04;2;0.44;0;0;0.659728404;0;1;0;0;0;-12.1335;-38.4208;3
8;0.21;0.8;0;0;0.026740202;0;1;0;0;0;-1.65893;-45.3798;3
7.2;0.71;0.2;0;0;0.730105076;0;1;0;0;0;-7.35819;-46.6225;3
6.3;0.02;1.74;0;0;0.459914843;0;0;0;0;1;-31.7649;-52.3371;2
7.51;0.11;1.4;0;0;0.037046409;0;1;0;0;0;-8.72618;-35.7942;2
6;1.6;1;0;0;0.913400736;0;1;0;0;0;-2.04918;-45.9587;3
5.89;0.2;0.72;0;0;0.212578401;0;1;0;0;0;-2.85379;-44.0357;3
7.4;0.07;2;0;0;0.08114082;0;1;0;0;0;-4.25245;-43.0108;3
6.84;3.05;1;0;0;0.186058997;0;0;1;0;0;-15.3235;-57.2204;3
5.9;0.08;1.5;0;0;0.837441756;0;1;0;0;0;-4.25245;-43.0108;3
8;0.5;0.8;0;0;0.407888485;0;1;0;0;0;-1.65893;-45.3798;3
6.6;0.51;0.67;0;0;0.463359027;0;0;0;0;1;-29.1527;-49.5841;2
8.3;1.7;1;0;0;0.157106642;0;0;0;1;0;-21.6025;-48.364;3
6.89;0.9;0.67;0;0;0;0;0;0;0;1;-27.1659;-53.7166;1
6.8;;1;0;0;0.038125319;0;1;0;0;0;-4.1337;-41.7859;3
7;0.24;1.5;0;0;1;0;0;0;1;0;-23.2544;-47.2927;1
7.9;0.04;2.5;0;0;0.703525063;0;1;0;0;0;-4.15002;-42.9477;3
7.1;3.5;0.15;0;0;0.85867173;0;0;0;1;0;-18.461;-41.809;1
4.69;0.25;1.67;1;0;0.482542371;1;0;0;0;0;-2.63741;-56.729;3
6.11;4.16;1.26;;;0.191260571;0;1;0;0;0;-3.58076;-42.613592;1
6.4;0.02;1.35;0;0;0.459914843;0;0;0;0;1;-31.7649;-52.3371;2
8.4;0;0.74;0;0;0.190814823;0;0;0;1;0;-21.0216;-48.0423;3
6.7;0.68;2.03;0;0;0.463359027;0;0;0;0;1;-29.1527;-49.5841;2
8;0.08;2;0;0;0.035797716;0;1;0;0;0;-4.25245;-43.0108;3
7;3;1;0;0;0.120313072;0;1;0;0;0;-2.76141;-42.2755;3
7.4;0.05;1;0;0;0.098141303;0;1;0;0;0;-4.15002;-42.9477;3
7.6;0;1;0;0;0.156819892;0;0;0;1;0;-20.665;-44.3334;1
4.4;0.58;3;1;0;0.027922659;1;0;0;0;0;-0.983373;-62.9311;3
6.5;0.04;0.9;0;0;0.558433766;0;0;0;0;1;-27.0233;-50.92;3
7.6;1.21;1.5;0;0;0.129373417;0;1;0;0;0;-6.36281;-39.2892;2
8.2;1.27;0.43;0;0;1;0;0;0;1;0;-21.9091;-49.8986;3
7.8;0;0.12;0;0;0.024424196;1;0;0;0;0;-3.36822;-64.7193;3
7.8;0.05;2;0;0;0;0;1;0;0;0;-4.25245;-43.0108;3
6.9;0.14;1.1;0;0;0.123414632;0;1;0;0;0;-5.18889;-48.1336;3
7;0.09;1.5;0;0;0.837441756;0;1;0;0;0;-4.25245;-43.0108;3
6.9;0.04;0.5;0;0;0.316857555;0;1;0;0;0;-5.18889;-48.1336;3
7.6;0;;0;0;0.404934092;0;0;0;1;0;-22.1585;-43.304;1
7;3;1;0;0;0.120313072;0;1;0;0;0;-2.76141;-42.2755;3
6.9;0.7;1.8;0;0;0.110031272;0;0;1;0;0;-17.774;-48.7725;1
6.6;1.7;1;0;0;0.157106642;0;0;0;1;0;-21.6025;-48.364;3
6.4;0.51;0.86;0;0;0.336992722;0;0;0;0;1;-27.0861;-48.616;1
