pH;Turbidez;CRL;Coliformes;Ecoli;Precipitação;Norte;Nordeste;Centro-Oeste;Sudeste;Sul;Latitude;Longitude;Manancial
7.01;1.21;0.9;1;0;0.276174361;0;1;0;0;0;-14.5003;-42.2229;2
7.1;0.37;;1;1;0.051520632;1;0;0;0;0;-11.169;-61.8986;1
7.2;0.4;0.5;0;0;0.938804814;1;0;0;0;0;-11.8881;-49.1609;3
6.91;0.96;1.5;0;0;0.541647574;0;0;0;1;0;-21.0274;-41.6636;1
7.2;0.02;0.2;0;0;1;0;1;0;0;0;-10.7308;-37.0856;3
6.14;0.27;0.3;0;0;0.757048822;0;1;0;0;0;-12.3572;-44.9769;1
7.6;0.37;1.33;1;0;0;0;0;1;0;0;-15.452;-47.6089;1
6;0.6;1.5;0;0;0.345187975;0;0;0;1;0;-23.7067;-46.4058;1
6.4;0.1;0;1;0;0.910364399;0;1;0;0;0;-10.012;-37.8932;3
6.8;3.25;1.7;0;0;0.086184615;0;1;0;0;0;-2.88769;-40.1183;3
1.5;;1.6;;;0.749215476;0;1;0;0;0;-8.83951;-35.4591;2
7.2;1.67;;1;0;0.069169555;0;0;0;1;0;-18.5441;-42.5583;1
8.41;0.31;0.01;0;0;1;0;1;0;0;0;-5.54637;-47.4217;3
8.91;1.98;0.6;0;0;0.012840746;0;0;1;0;0;-15.14127;-49.5769;1
7.3;1.18;0.1;0;0;0.146350859;0;0;0;1;0;-23.0506;-47.8375;3
6.8;0.24;0;0;0;1;0;1;0;0;0;-2.88769;-40.1183;3
6.6;0.7;0.14;0;0;0.66740889;0;0;0;0;1;-32.17606;-52.16909;1
8.2;0;;0;0;0.035933513;0;1;0;0;0;-7.10098;-36.8458;2
6.4;0;0.45;0;0;0.743659125;0;1;0;0;0;-8.23599;-41.6873;3
7.2;0.7;0.5;1;0;0.017865464;1;0;0;0;0;-11.8881;-49.1609;3
6.83;0.13;1;0;0;0.008420919;0;1;0;0;0;-14.5003;-42.2229;2
7;2;1;0;0;0.027779617;0;1;0;0;0;-4.609;-45.049;3
0;3;0.04;;;0.259254599;1;0;0;0;0;-9.06596;-68.6571;1
6.83;0.1;1;0;0;0.023226899;0;1;0;0;0;-15.0334;-41.2652;1
6.11;0.02;1.58;0;0;1;0;1;0;0;0;-12.887604;-38.4689196;1
6.54;0.68;0;0;0;0.541626315;0;1;0;0;0;-14.1615;-40.0131;1
7.2;0.8;0.5;1;0;0.458426534;1;0;0;0;0;-11.8881;-49.1609;3
6.48;0.52;0.73;0;0;1;0;1;0;0;0;-8.13436;-41.1431;2
5.95;1.08;0.5;0;0;0.392404833;0;1;0;0;0;-2.53874;-44.2825;3
7.2;0.04;0.2;0;0;0.584812645;0;1;0;0;0;-8.41519;-37.0577;2
7.2;0.02;1.18;1;0;0.226171338;0;0;0;0;1;-27.0996;-51.2473;3
6;0.85;0.53;0;0;1;0;1;0;0;0;-3.40787;-44.0234;1
6.4;0.1;0.78;0;0;0.622154595;0;0;0;1;0;-23.5057;-46.879;2
6.9;0.22;0.74;1;1;0;0;0;0;0;1;-27.0996;-51.2473;3
6.49;0.1;0.3;0;0;0.01123504;0;1;0;0;0;-11.3486;-41.6548;1
6.31;3.12;1;0;0;0.955668899;0;1;0;0;0;-7.66373;-35.1002;1
8.2;0.25;0;0;0;0.010291734;0;1;0;0;0;-7.20629;-36.8245;2
7.48;0.46;0.32;0;0;0.797681752;0;1;0;0;0;-12.1144;-43.8958;1
5.94;1.51;0.54;0;0;1;0;1;0;0;0;-8.23599;-41.6873;3
7.89;0.02;1.66;0;0;0.509379146;0;0;1;0;0;-18.6238;-50.0805;3
6.5;1.06;0.02;0;0;0.843971631;0;0;0;0;1;-27.0772;-52.1289;1
5.25;0.1;0.36;0;0;0.790207268;0;1;0;0;0;-11.0208;-40.2956;2
6.35;0.1;3;0;0;0.193054794;0;1;0;0;0;-7.66373;-35.1002;1
7.22;3.33;0.87;0;0;0.074487181;0;1;0;0;0;-8.13436;-41.1431;2
7;0.37;1;0;0;0.633652884;0;1;0;0;0;-3.53639;-43.917;1
6.8;0.64;0.6;0;0;0.375186846;0;1;0;0;0;-8.9723;-36.691;3
7;0.85;3;0;0;1;0;1;0;0;0;-8.87576;-36.3653;1
7;0.43;1.2;0;0;0.226171338;0;0;0;0;1;-27.0996;-51.2473;3
6.7;0.4;0.4;0;0;0.503392536;0;0;0;0;1;-27.0754;-52.9808;1
1.6;;1.6;;;0.749215476;0;1;0;0;0;-8.83951;-35.4591;2
7.63;0;0.83;0;0;0.79976671;0;0;1;0;0;-15.452;-47.6089;1
4.86;0;2.22;0;0;0.183248674;0;1;0;0;0;-8.81175;-36.0137;1
8.27;0.5;5.5;0;0;0.257216859;0;1;0;0;0;-12.1491;-38.6487;3
6.95;0.02;1.3;0;0;1;0;1;0;0;0;-12.9822709;-38.477831;1
6.8;2.1;0.2;0;0;1;0;1;0;0;0;-3.27674;-45.1768;3
6.7;1.4;2.14;0;0;0.615334172;0;0;0;0;1;-32.9147;-52.15194;1
6.49;1.6;1.6;1;0;0.410505081;1;0;0;0;0;-13.187;-60.8168;2
7.27;0.25;0;0;0;0.509379146;0;0;1;0;0;-18.6238;-50.0805;3
7.35;0.1;0.74;0;0;0.062171803;0;1;0;0;0;-14.5003;-42.2229;2
6.8;1.7;0.4;0;0;0.299088033;0;1;0;0;0;-12.8932;-38.68;1
6.83;2.9;1.2;0;0;0.302733196;0;1;0;0;0;-17.3707;-40.2238;1
6.53;0.1;0.8;;;0.316392198;0;0;0;0;1;-23.0818;-50.7511;3
6.9;1.13;1.26;1;0;1;0;0;0;0;1;-27.0996;-51.2473;3
5.21;0.1;0.6;0;0;0.790207268;0;1;0;0;0;-11.0208;-40.2956;2
6.73;1;0.56;0;0;0.175942862;0;0;0;1;0;-21.5556;-45.4364;1
6.5;0.71;0.4;0;0;0.843971631;0;0;0;0;1;-27.0772;-52.1289;1
6.89;0.1;;1;0;0.059492777;0;1;0;0;0;-15.624;-40.2587;1
6;0.11;1;1;0;0.658117299;0;1;0;0;0;-3.40202;-44.3508;1
7.79;1.23;0.3;0;0;0.094821519;0;0;0;1;0;-23.5288;-45.8465;3
6.69;11.9;0.89;0;0;0.378083035;0;0;0;0;1;-26.635;-52.4556;3
7.4;2.53;0.5;0;0;0.296719988;0;0;0;1;0;-19.2345;-42.0998;1
6.92;5.62;1.97;0;0;0.736958908;0;1;0;0;0;-11.5616;-37.7853;1
7;0;2.94;0;0;0.204843987;0;1;0;0;0;-8.65791;-36.3293;2
7.6;0.1;2.2;0;0;0.706839534;0;1;0;0;0;-5.35875;-42.6776;3
6.39;0.02;1.3;0;0;0.084338358;0;1;0;0;0;-12.956929;-38.4954377;1
7.2;3.6;0.03;0;0;0.729167276;0;0;0;0;1;-27.0996;-51.2473;3
8.8;1.33;0.34;0;0;0.52238806;0;0;0;0;1;-28.9869;-49.643;1
7.59;0.71;0.99;0;0;0.013574298;0;0;1;0;0;-15.452;-47.6089;1
6.46;0;1;0;0;0.743659125;0;1;0;0;0;-8.23599;-41.6873;3
7.4;0.04;0.1;0;0;1;0;1;0;0;0;-8.41519;-37.0577;2
7;0.18;0.59;0;0;0.662897871;0;1;0;0;0;-3.40787;-44.0234;1
6.83;0.5;;0;1;0.182867903;1;0;0;0;0;-11.169;-61.8986;1
6.8;0;2.15;0;0;0.086184615;0;1;0;0;0;-2.88769;-40.1183;3
6;1.9;;0;0;0;0;1;0;0;0;-10.3524;-37.7002;1
7;1;1;0;0;1;0;1;0;0;0;-2.76141;-42.2755;1
9.04;1.32;1.39;0;0;0.623434464;0;1;0;0;0;-14.964;-39.8115;1
7.49;0.36;0.97;0;0;0.008402815;0;1;0;0;0;-8.13436;-41.1431;2
6.95;0.22;0.4;0;0;0.499797421;0;1;0;0;0;-14.5003;-42.2229;2
7.76;0.8;;0;0;0.035886271;0;1;0;0;0;-11.38456;-41.83224;1
7.36;1.06;2;0;0;0.074487181;0;1;0;0;0;-8.13436;-41.1431;2
7.25;0;1;0;0;0;1;0;0;0;0;-4.2416;-69.9383;1
7;0.24;0;0;0;0.708838469;0;1;0;0;0;-8.81175;-36.0137;1
7.54;0.61;0.41;0;0;0.35352765;0;1;0;0;0;-14.5003;-42.2229;2
8.7;0.9;0.5;0;0;0.440334851;0;1;0;0;0;-8.87576;-36.3653;1
8.64;0.55;1.17;0;0;0.514127547;0;1;0;0;0;-10.4374;-39.3321;3
6.87;0.21;0.56;1;0;0.495752421;0;1;0;0;0;-16.5732;-39.5593;1
7.27;0.59;1.38;0;0;0.057583582;0;1;0;0;0;-12.1144;-43.8958;1
8.11;0.02;2;0;0;0.010301903;0;1;0;0;0;-8.13436;-41.1431;2
8.49;3.89;0;0;0;0.509379146;0;0;1;0;0;-18.6238;-50.0805;3
7.4;0.03;2;0;0;0.490287067;0;0;0;1;0;-18.2195;-42.4946;3
6;1.99;0.56;0;0;0.850395155;0;0;0;1;0;-23.7067;-46.4058;1
7;0.17;1;0;0;0.669161722;0;1;0;0;0;-10.758;-37.3251;3
7.05;2.18;0.33;0;0;0.005083165;0;0;1;0;0;-17.3019;-48.2768;1
8.72;0;1.16;0;0;0.784132555;1;0;0;0;0;-4.37055;-70.1967;1
6.4;0;0.74;1;0;0.78900765;0;0;0;1;0;-20.0407;-47.7466;3
7.1;0.51;0.41;0;0;1;0;1;0;0;0;-8.81175;-36.0137;1
6.1;0;1.78;0;0;0.03766402;0;0;0;1;0;-20.0407;-47.7466;3
7.4;0.34;1;;;0.478300894;0;0;0;1;0;-18.2195;-42.4946;3
6.71;0.02;0.2;0;0;0.703908215;0;1;0;0;0;-12.088;-41.6427;1
7.1;1.3;0.92;0;0;0.386570474;0;1;0;0;0;-17.5195;-39.2036;3
7;0.47;0.37;0;0;0.003436022;0;1;0;0;0;-2.76141;-42.2755;1
6.4;0;1.46;0;0;0.706839534;0;1;0;0;0;-5.35875;-42.6776;3
9.5;0.1;;0;0;0.176590338;0;0;0;1;0;-22.5249;-45.4945;1
6.8;0.28;0.2;1;0;0.009184547;0;0;0;1;0;-20.9632;-42.0465;1
6.6;0.61;0.1;0;0;0.328910242;0;0;0;0;1;-27.0772;-52.1289;1
7.2;0.6;0.5;0;0;0.955618855;1;0;0;0;0;-11.8881;-49.1609;3
7.22;0.1;0.4;0;0;0.339168896;0;1;0;0;0;-11.8618;-38.7639;3
6.52;0.23;1.2;0;0;0.068635592;0;1;0;0;0;-15.4993;-41.2414;1
6.6;0.15;0.3;0;0;0.762358605;0;1;0;0;0;-14.3371;-43.7686;1
1.6;;1.5;;;0.749215476;0;1;0;0;0;-8.83951;-35.4591;2
5.94;1.3;0.6;0;0;0.527290771;0;1;0;0;0;-14.637;-39.5556;1
8;0.6;0.52;0;0;0.580650962;0;0;0;0;1;-28.9869;-49.643;1
6.86;;;1;1;0.513846626;1;0;0;0;0;-11.169;-61.8986;1
6.9;0.84;1.66;0;0;1;0;0;0;0;1;-26.9985;-51.5528;1
5;0.41;0.6;0;0;0;0;0;0;1;0;-23.7161;-46.8572;2
5.94;0.4;0;1;0;0.868040489;0;1;0;0;0;-4.13442;-44.1244;3
6.31;1.03;2;0;0;0.580974648;0;1;0;0;0;-8.13436;-41.1431;2
7.4;0.963;2.5;1;0;1;0;0;0;0;1;-26.62;-53.6716;1
7.22;0.49;0.5;0;0;0.727224327;0;0;1;0;0;-15.452;-47.6089;1
6.58;1;0.52;0;0;0.764068698;0;0;0;1;0;-21.5556;-45.4364;1
8.17;0.8;0.83;0;0;0.365285921;0;1;0;0;0;-14.0684;-42.4861;1
7;1.1;0.56;0;0;0.790134327;0;1;0;0;0;-8.81175;-36.0137;1
7.69;0.98;1.08;0;0;0.025704185;0;0;0;1;0;-22.2386;-45.4654;1
7.8;0.1;2.7;0;0;0.706839534;0;1;0;0;0;-5.35875;-42.6776;3
7;0;0.6;0;0;0.260638898;0;1;0;0;0;-8.81175;-36.0137;1
6.51;0.95;1.16;1;0;0.631959709;0;1;0;0;0;-17.7268;-39.2597;3
7.52;0.67;0.98;0;0;0.057583582;0;1;0;0;0;-12.1144;-43.8958;1
6.8;0.87;0.65;0;0;0.183563265;0;0;0;1;0;-22.7181;-42.6276;1
8.3;0.1;1.01;0;0;0.565374945;0;1;0;0;0;-11.773;-38.887;3
7.36;0.32;2.36;0;0;0.852293088;0;1;0;0;0;-12.1144;-43.8958;1
7.3;1.25;0.32;0;0;1;0;1;0;0;0;-7.44666;-35.2373;2
7.35;0.48;2.42;0;0;0.882313303;0;1;0;0;0;-12.1144;-43.8958;1
4.38;0.02;0.3;0;0;0;0;1;0;0;0;-11.2557;-40.9432;3
8.2;0.15;0.04;0;0;0.041498546;0;1;0;0;0;-7.70734;-37.8446;1
7.1;1.37;0.96;0;0;0.455475571;0;0;0;0;1;-26.9592;-50.4252;1
6.5;0.67;0.42;0;0;0.349200854;0;0;0;0;1;-26.5716;-52.3229;1
6.05;0.84;1.99;0;0;1;0;0;0;1;0;-20.6229;-41.6937;1
8;3;1;0;0;0.250461499;0;1;0;0;0;-2.76141;-42.2755;1
6.05;0;2.11;1;0;0.535573665;0;1;0;0;0;-8.81605;-35.1832;1
8.1;4.87;1.7;1;0;0.011042215;0;0;0;0;1;-29.3523;-52.9767;3
6.43;2.17;1;0;0;0.061876836;0;1;0;0;0;-8.23599;-41.6873;3
7.41;0.1;0.3;0;0;0;0;1;0;0;0;-14.5003;-42.2229;2
8.2;0.13;3;0;0;2.34588E-05;0;1;0;0;0;-7.70734;-37.8446;1
7.14;0.9;3;0;0;0.309289989;0;1;0;0;0;-11.8618;-38.7639;3
5.48;0.02;0.2;0;0;0.789812355;0;1;0;0;0;-11.9668;-41.2647;2
7.54;1.1;0.39;0;0;0.013399278;0;1;0;0;0;-14.2711;-42.257;2
7;1;1;0;0;0.008898997;0;1;0;0;0;-4.16598;-45.4706;3
6.37;0.52;1.13;0;0;0.020581801;0;1;0;0;0;-12.7666;-40.2056;1
6.25;2.42;2.5;0;0;0.718660686;0;1;0;0;0;-3.45125;-44.8643;1
7;0.36;0.36;0;0;0.031852901;0;1;0;0;0;-3.40787;-44.0234;1
7;0.97;5;0;0;1;0;1;0;0;0;-2.64433;-44.8933;3
7.6;0.12;0.5;0;0;0.003986933;0;1;0;0;0;-7.37696;-37.4787;2
4.5;0.48;0;0;0;0.166880787;0;1;0;0;0;-8.6592;-35.1532;2
8.06;0.02;;0;0;0.003012908;0;1;0;0;0;-12.0783;-41.0954;1
6.44;0.04;2.05;0;0;0.396482755;0;1;0;0;0;-11.9472;-37.9469;3
5.67;0.3;0.56;0;0;0.710505069;0;1;0;0;0;-14.1649;-39.3787;1
6.2;0.21;1.98;0;0;0;0;0;0;1;0;-20.0407;-47.7466;3
7.19;0.12;0.47;0;0;0.315529922;0;0;1;0;0;-18.4859;-49.4766;1
7.61;2.9;0.91;0;0;0.54859581;0;0;1;0;0;-15.452;-47.6089;3
7.1;0.89;2;0;0;0.486394061;0;0;0;0;1;-27.0996;-51.2473;3
7.46;0.64;2.15;0;0;0.54859581;0;0;1;0;0;-15.452;-47.6089;3
7.59;1.08;0.6;0;0;0.35352765;0;1;0;0;0;-14.5003;-42.2229;2
7.4;0.99;0.81;0;0;0.455475571;0;0;0;0;1;-26.9592;-50.4252;1
6.13;0.02;0.1;0;0;0.911597337;0;1;0;0;0;-12.088;-41.6427;1
6;0.12;0;0;0;0;0;0;0;1;0;-23.7067;-46.4058;1
6.5;2.74;0.37;0;0;0.584610692;0;0;0;0;1;-27.0772;-52.1289;1
7.2;0.4;0.5;0;0;0;1;0;0;0;0;-11.8881;-49.1609;3
8.2;0.04;3;0;0;0.280623411;0;1;0;0;0;-8.41519;-37.0577;2
7.6;0.01;0;0;0;0.623946515;0;1;0;0;0;-7.20629;-36.8245;2
6.8;0.6;0.5;0;1;0.102858693;0;1;0;0;0;-4.92673;-37.9721;1
6.9;0.16;1;1;0;0.517581036;0;0;0;0;1;-27.0996;-51.2473;3
7.1;1.3;0.05;0;0;0.729167276;0;0;0;0;1;-27.0996;-51.2473;3
6;3;1;0;0;0.000328453;0;1;0;0;0;-3.53639;-43.917;1
6.95;2.73;0.4;0;0;0.544733814;0;0;0;0;1;-27.7455;-49.9423;1
8.1;1.71;1.12;0;0;0.455475571;0;0;0;0;1;-26.9592;-50.4252;1
6.37;2.1;1.18;0;0;0;0;0;0;1;0;-21.1523;-41.5693;1
6.7;5.3;1.5;0;0;0.791826987;0;1;0;0;0;-11.3809;-37.6623;1
7.64;1.01;0.9;0;0;0.822229375;0;1;0;0;0;-7.556483;-34.999491;2
7.52;0;1.82;1;0;0.004029215;0;0;1;0;0;-15.452;-47.6089;1
7.66;0;0.69;0;0;0.007174011;0;1;0;0;0;-7.66373;-35.1002;1
6.2;0.02;0.81;0;1;0.094150971;0;0;0;1;0;-20.0407;-47.7466;3
7.25;0.84;2.4;0;0;0.169205163;0;1;0;0;0;-7.560313;-35.00892;2
7.46;0.87;0;0;0;0.008402815;0;1;0;0;0;-8.13436;-41.1431;2
6.5;0.57;0.33;0;0;0.345810877;0;0;0;0;1;-27.0545;-52.069;1
7;2.4;;;;0.090599818;0;1;0;0;0;-10.3524;-37.7002;1
6.5;0.2;0.5;0;0;0;1;0;0;0;0;-11.169;-61.8986;1
6.2;0;0.75;0;0;0.78900765;0;0;0;1;0;-20.0407;-47.7466;3
5.7;1;0.92;0;0;1;0;1;0;0;0;-10.49755;-37.19013;1
7.2;0.04;0.8;0;0;0.06349066;0;1;0;0;0;-8.41519;-37.0577;2
7;1.4;;0;0;0.170271988;0;1;0;0;0;-10.3524;-37.7002;1
8.22;0.02;;0;0;0.011473802;0;1;0;0;0;-12.5123;-38.4905;3
6.3;0;0.77;0;0;0.238972546;0;0;0;1;0;-20.0407;-47.7466;3
6.99;3.2;2.2;0;0;0.169205163;0;1;0;0;0;-7.559987;-35.002048;3
7.8;0;;0;0;0.035933513;0;1;0;0;0;-7.10098;-36.8458;2
6.5;0.6;0.88;1;0;0.564522258;0;0;0;0;1;-27.0996;-51.2473;3
7.68;0;0.83;1;0;0;0;0;1;0;0;-15.452;-47.6089;1
6;0.56;1.17;0;0;0.089620099;0;1;0;0;0;-3.40202;-44.3508;1
6.28;0;0.28;0;0;0.408442418;0;0;1;0;0;-15.452;-47.6089;1
6.8;2.78;0.76;0;0;0.237374755;0;0;0;1;0;-22.7181;-42.6276;1
6.1;0.4;2.14;0;0;0.926710743;0;0;0;0;1;-32.1931;-52.17515;1
0;11;0.04;;;0.784837842;1;0;0;0;0;-9.06596;-68.6571;1
7.2;0.6;0.2;0;0;0.136111305;1;0;0;0;0;-11.8881;-49.1609;3
7.39;0.07;1.6;0;0;0.057388547;1;0;0;0;0;-12.9551;-60.8947;1
6.6;0.25;1.28;0;0;0;0;0;0;1;0;-19.5471;-44.1304;3
6.91;0.02;1.03;0;0;0;0;1;0;0;0;-12.9899144;-38.5168805;1
0;1;0;;;0.784837842;1;0;0;0;0;-9.06596;-68.6571;1
4.95;0.02;0.3;0;0;0.087793908;0;1;0;0;0;-11.2557;-40.9432;3
7.4;0.5;1.56;0;0;0.148621786;0;0;0;0;1;-26.62;-53.6716;1
5;0;0.5;0;0;0.97607305;0;1;0;0;0;-8.65791;-36.3293;2
6.78;0.6;1;0;0;0;1;0;0;0;0;-13.187;-60.8168;2
7.1;3.2;0.3;1;0;1;0;1;0;0;0;-8.81175;-36.0137;1
7.65;0.63;1.13;0;0;0.982977923;0;1;0;0;0;-12.1144;-43.8958;1
7.7;0.1;1;1;0;0.734754229;0;1;0;0;0;-15.2651;-39.419;1
6.85;1.06;1.5;0;0;0.781524822;0;1;0;0;0;-14.5003;-42.2229;2
6.41;0.45;0.4;0;0;1;0;0;0;1;0;-20.6229;-41.6937;1
6.95;0.4;1.42;0;0;0.544733814;0;0;0;0;1;-27.7455;-49.9423;1
7.4;2.28;0.5;1;0;0.251202375;0;0;0;1;0;-18.2195;-42.4946;3
6.28;0.3;3.39;0;0;0.121255221;0;1;0;0;0;-8.81175;-36.0137;1
6.25;0.5;3.4;0;0;0.920420829;0;1;0;0;0;-10.9578;-41.0756;3
3.95;0.3;;0;0;0.32298657;0;1;0;0;0;-15.9551;-39.5329;1
7.28;0.4;1.35;0;0;0.778764001;0;1;0;0;0;-10.012;-37.8932;3
7.8;0;4.58;0;0;0.009414136;0;1;0;0;0;-10.4333;-45.1633;1
5.27;;1;0;0;0.775593786;1;0;0;0;0;-13.4945;-60.552;1
7.1;3.25;1.7;0;0;0;0;1;0;0;0;-8.81175;-36.0137;1
1.6;;1.6;;;0.749215476;0;1;0;0;0;-8.83951;-35.4591;2
7.14;0.84;0.4;0;0;0.35352765;0;1;0;0;0;-14.5003;-42.2229;2
6;2.94;1.2;0;0;0.142107984;0;0;0;1;0;-23.7067;-46.4058;1
7.2;;0.5;0;0;0.088794329;1;0;0;0;0;-11.8881;-49.1609;3
6.72;0.7;1.5;0;0;0.541647574;0;0;0;1;0;-21.0274;-41.6636;1
6.4;1.22;0.79;0;0;1;0;0;0;0;1;-26.9592;-50.4252;1
8.37;0.1;0.5;0;0;0.735953296;0;1;0;0;0;-11.56;-39.2808;3
4.96;0.25;1;0;0;0.621949254;0;1;0;0;0;-11.0677;-40.432;1
6.5;2.48;1.4;1;0;0.04793049;1;0;0;0;0;-5.46863;-47.8863;3
8.2;0.04;1.4;0;0;0.584812645;0;1;0;0;0;-8.41519;-37.0577;2
6.7;1.27;2.48;0;0;0.908338678;0;0;0;1;0;-21.5556;-45.4364;1
7.13;0.74;1.08;0;0;0.074487181;0;1;0;0;0;-8.13436;-41.1431;2
6.06;1.4;0.37;0;0;0.678637859;0;1;0;0;0;-8.13436;-41.1431;2
6.62;1;0.5;0;0;0.588854313;0;0;0;1;0;-21.5556;-45.4364;1
7;2.2;;0;0;0;0;1;0;0;0;-10.3524;-37.7002;1
8.63;2;4.5;0;0;0.514127547;0;1;0;0;0;-10.4374;-39.3321;3
6.58;0.1;3;1;0;0.627865046;0;1;0;0;0;-10.9578;-41.0756;3
4.54;0.51;0.3;0;0;0.847776392;0;1;0;0;0;-11.2557;-40.9432;3
4.29;0.02;0.2;0;0;0.022852096;0;1;0;0;0;-11.2557;-40.9432;3
6.5;1.11;1.5;0;0;0.513521517;0;1;0;0;0;-14.845;-39.9879;1
4;0.77;0.1;0;0;0.121255221;0;1;0;0;0;-8.81175;-36.0137;1
6.66;1.83;1.5;0;0;0.499797421;0;1;0;0;0;-14.5003;-42.2229;2
7.1;3.12;1;0;0;0.871475336;0;1;0;0;0;-8.81175;-36.0137;1
6.8;0.02;0;0;0;0.689819244;0;0;0;1;0;-22.7181;-42.6276;1
8.21;0.89;1;0;0;0.379089062;0;1;0;0;0;-8.23599;-41.6873;3
6.5;0.04;0.99;0;0;0.484311323;0;0;0;0;1;-27.1591;-50.4659;3
6.31;0;0.81;0;0;0.339367416;0;1;0;0;0;-10.3182;-38.4014;3
5.9;1.7;;;;0.176423086;0;1;0;0;0;-10.3524;-37.7002;1
6.35;0.56;1;1;0;0;0;1;0;0;0;-11.7107;-40.1437;2
6.5;6.5;0.3;0;0;0.172528616;0;0;0;1;0;-23.5275;-46.9023;2
0;2;0.1;;;0.784837842;1;0;0;0;0;-9.06596;-68.6571;1
9.5;1.1;;0;0;0.583205822;0;0;0;1;0;-22.5249;-45.4945;1
7.8;0.7;2.95;1;0;0.797681752;0;1;0;0;0;-12.1144;-43.8958;1
6.48;0.02;0.26;0;0;0.084338358;0;1;0;0;0;-12.9771455;-38.4951725;1
6.3;1.1;;0;0;0.170271988;0;1;0;0;0;-10.3524;-37.7002;1
9.24;0.05;0.3;0;0;0.292460712;0;1;0;0;0;-10.3182;-38.4014;3
7.56;0.85;1.04;0;0;0.982977923;0;1;0;0;0;-12.1144;-43.8958;1
7;0.04;0.1;0;0;0.323721774;0;0;0;1;0;-24.699;-47.5537;1
7.47;0.27;0.4;0;0;0.35352765;0;1;0;0;0;-14.5003;-42.2229;2
6.6;1.58;0.03;1;0;0.591243893;0;1;0;0;0;-5.35875;-42.6776;3
8.2;0.07;0.68;1;0;0.042534441;0;1;0;0;0;-7.20629;-36.8245;2
6.58;0;0.65;0;0;0.061876836;0;1;0;0;0;-8.23599;-41.6873;3
6.5;2;1;0;0;0.765012323;0;0;0;0;1;-26.5716;-52.3229;1
6.8;1.37;1;0;0;0.210624683;0;0;0;1;0;-21.931;-42.6046;1
5;0.02;0.5;0;0;0.352263294;0;1;0;0;0;-8.65791;-36.3293;2
7;0.8;2;0;0;0.440334851;0;1;0;0;0;-8.87576;-36.3653;1
7.11;0.1;0.5;0;0;0;0;1;0;0;0;-16.8488;-40.1641;1
6.91;0.1;0.6;0;0;0;0;0;0;0;1;-27.7455;-49.9423;1
7.44;0.1;;0;0;0.541626315;0;1;0;0;0;-14.1615;-40.0131;1
0;8;0.2;;;0.784837842;1;0;0;0;0;-9.06596;-68.6571;1
7.51;2.48;0;1;1;0.164873811;0;0;0;1;0;-22.2445;-43.7129;3
8.7;1.19;0;0;0;0.509379146;0;0;1;0;0;-18.6238;-50.0805;3
6.03;0.02;1.5;1;0;0.7175772;0;1;0;0;0;-11.6858;-41.7677;1
8.13;1.33;;1;0;0;0;1;0;0;0;-14.7678;-42.6498;1
6.57;0.1;0.6;0;0;0.01123504;0;1;0;0;0;-11.3486;-41.6548;1
6.13;0.1;2;1;0;0.272641016;0;1;0;0;0;-12.3914;-38.7563;2
7.43;6.64;0.5;0;0;0.094821519;0;0;0;1;0;-23.5288;-45.8465;1
8.8;0.6;0.68;1;0;0.041427661;0;0;0;1;0;-23.6677;-46.4613;1
6.8;1.24;;0;0;0.055066079;0;0;0;1;0;-22.8058;-43.3729;1
7.4;0.8;0.5;0;0;0.102858693;0;1;0;0;0;-4.92673;-37.9721;1
6.87;3.5;5;0;0;0;0;0;0;1;0;-18.2195;-42.4946;3
6.02;0.1;0.6;0;0;0.335510242;0;1;0;0;0;-14.3847;-41.8842;1
7.4;0.04;3;0;0;0.280623411;0;1;0;0;0;-8.41519;-37.0577;2
5.8;0.4;2.1;0;0;0.526272261;0;0;0;0;1;-32.176401;-52.169495;1
6.81;0.1;0.5;0;0;0.191297317;0;0;0;0;1;-23.0818;-50.7511;3
7.8;0.34;0.89;1;0;0.048698332;0;1;0;0;0;-14.5003;-42.2229;2
4.16;0.02;0.3;0;0;0.834112635;0;1;0;0;0;-11.2557;-40.9432;3
5.5;0.16;1.82;1;0;0.121255221;0;1;0;0;0;-8.81175;-36.0137;1
8;2;2.5;0;0;0.035886271;0;1;0;0;0;-11.38222;-41.82868;1
6.96;2.01;1;0;0;1;0;1;0;0;0;-8.23599;-41.6873;3
7.11;3.43;1.5;0;0;0.371058726;0;1;0;0;0;-14.3195;-39.469;1
7.7;0.3;0.81;0;0;0;0;0;0;1;0;-22.3141667;-44.9680556;2
7.2;0.9;0.5;0;0;0.955618855;1;0;0;0;0;-11.8881;-49.1609;3
7.73;2.83;2;0;0;0.010301903;0;1;0;0;0;-8.13436;-41.1431;2
6;2;5;0;0;0.71810647;0;1;0;0;0;-3.40787;-44.0234;1
6.3;0.5;2.3;0;0;1;0;0;0;0;1;-32.11125;-52.11422;1
7.81;0.17;0.91;1;0;0.048698332;0;1;0;0;0;-14.5003;-42.2229;2
7.4;0.3;5.5;0;0;1;0;1;0;0;0;-8.41519;-37.0577;2
6.8;0;1.2;0;0;0;0;0;0;1;0;-22.7181;-42.6276;1
8.37;0.1;2.67;0;0;1;0;0;0;0;1;-27.0026;-51.4084;1
7.14;0.98;0.21;0;0;0.727224327;0;0;1;0;0;-15.452;-47.6089;1
6.04;3.4;0.26;1;0;1;0;0;0;1;0;-20.6229;-41.6937;1
6.58;0.1;0.7;0;1;0;0;0;0;0;1;-26.4709;-51.1501;3
